"Notes","State","State Code","Year","Year Code","Age Group","Age Group Code","Cause of death","Cause of death Code",Deaths,Population,Crude Rate
,"Vermont","50","2008","2008","75-84 years","75-84","Oesophagus, unspecified - Malignant neoplasms","C15.9",10,28837,34.7 (Unreliable)
,"Vermont","50","2008","2008","75-84 years","75-84","Colon, unspecified - Malignant neoplasms","C18.9",28,28837,97.1
,"Vermont","50","2008","2008","75-84 years","75-84","Malignant neoplasm of rectum","C20",10,28837,34.7 (Unreliable)
,"Vermont","50","2008","2008","75-84 years","75-84","Pancreas, unspecified - Malignant neoplasms","C25.9",25,28837,86.7
,"Vermont","50","2008","2008","75-84 years","75-84","Bronchus or lung, unspecified - Malignant neoplasms","C34.9",102,28837,353.7
,"Vermont","50","2008","2008","75-84 years","75-84","Breast, unspecified - Malignant neoplasms","C50.9",11,28837,38.1 (Unreliable)
,"Vermont","50","2008","2008","75-84 years","75-84","Malignant neoplasm of prostate","C61",28,28837,97.1
,"Vermont","50","2008","2008","75-84 years","75-84","Malignant neoplasm of kidney, except renal pelvis","C64",11,28837,38.1 (Unreliable)
,"Vermont","50","2008","2008","75-84 years","75-84","Bladder, unspecified - Malignant neoplasms","C67.9",15,28837,52.0 (Unreliable)
,"Vermont","50","2008","2008","75-84 years","75-84","Malignant neoplasm without specification of site","C80",18,28837,62.4 (Unreliable)
,"Vermont","50","2008","2008","75-84 years","75-84","Non-Hodgkin lymphoma, unspecified type","C85.9",11,28837,38.1 (Unreliable)
,"Vermont","50","2008","2008","75-84 years","75-84","Non-insulin-dependent diabetes mellitus, without complications","E11.9",13,28837,45.1 (Unreliable)
,"Vermont","50","2008","2008","75-84 years","75-84","Unspecified diabetes mellitus, without complications","E14.9",23,28837,79.8
,"Vermont","50","2008","2008","75-84 years","75-84","Unspecified dementia","F03",64,28837,221.9
,"Vermont","50","2008","2008","75-84 years","75-84","Parkinson disease","G20",19,28837,65.9 (Unreliable)
,"Vermont","50","2008","2008","75-84 years","75-84","Alzheimer disease, unspecified","G30.9",65,28837,225.4
,"Vermont","50","2008","2008","75-84 years","75-84","Acute myocardial infarction, unspecified","I21.9",78,28837,270.5
,"Vermont","50","2008","2008","75-84 years","75-84","Atherosclerotic cardiovascular disease, so described","I25.0",78,28837,270.5
,"Vermont","50","2008","2008","75-84 years","75-84","Atherosclerotic heart disease","I25.1",87,28837,301.7
,"Vermont","50","2008","2008","75-84 years","75-84","Aortic (valve) stenosis","I35.0",20,28837,69.4
,"Vermont","50","2008","2008","75-84 years","75-84","Cardiomyopathy, unspecified","I42.9",10,28837,34.7 (Unreliable)
,"Vermont","50","2008","2008","75-84 years","75-84","Congestive heart failure","I50.0",10,28837,34.7 (Unreliable)
,"Vermont","50","2008","2008","75-84 years","75-84","Stroke, not specified as haemorrhage or infarction","I64",47,28837,163.0
,"Vermont","50","2008","2008","75-84 years","75-84","Pneumonia, unspecified","J18.9",13,28837,45.1 (Unreliable)
,"Vermont","50","2008","2008","75-84 years","75-84","Emphysema, unspecified","J43.9",13,28837,45.1 (Unreliable)
,"Vermont","50","2008","2008","75-84 years","75-84","Chronic obstructive pulmonary disease with acute lower respiratory infection","J44.0",29,28837,100.6
,"Vermont","50","2008","2008","75-84 years","75-84","Chronic obstructive pulmonary disease, unspecified","J44.9",80,28837,277.4
,"Vermont","50","2008","2008","75-84 years","75-84","Pneumonitis due to food and vomit","J69.0",10,28837,34.7 (Unreliable)
,"Vermont","50","2008","2008","75-84 years","75-84","Interstitial pulmonary disease, unspecified","J84.9",10,28837,34.7 (Unreliable)
,"Vermont","50","2008","2008","75-84 years","75-84","Other fall on same level","W18",21,28837,72.8
,"Vermont","50","2008","2008","85+ years","85+","Enterocolitis due to Clostridium difficile","A04.7",10,12163,82.2 (Unreliable)
,"Vermont","50","2008","2008","85+ years","85+","Colon, unspecified - Malignant neoplasms","C18.9",20,12163,164.4
,"Vermont","50","2008","2008","85+ years","85+","Pancreas, unspecified - Malignant neoplasms","C25.9",13,12163,106.9 (Unreliable)
,"Vermont","50","2008","2008","85+ years","85+","Bronchus or lung, unspecified - Malignant neoplasms","C34.9",43,12163,353.5
,"Vermont","50","2008","2008","85+ years","85+","Breast, unspecified - Malignant neoplasms","C50.9",12,12163,98.7 (Unreliable)
,"Vermont","50","2008","2008","85+ years","85+","Malignant neoplasm of prostate","C61",24,12163,197.3
,"Vermont","50","2008","2008","85+ years","85+","Bladder, unspecified - Malignant neoplasms","C67.9",11,12163,90.4 (Unreliable)
,"Vermont","50","2008","2008","85+ years","85+","Malignant neoplasm without specification of site","C80",19,12163,156.2 (Unreliable)
,"Vermont","50","2008","2008","85+ years","85+","Unspecified diabetes mellitus, without complications","E14.9",19,12163,156.2 (Unreliable)
,"Vermont","50","2008","2008","85+ years","85+","Hyperlipidaemia, unspecified","E78.5",15,12163,123.3 (Unreliable)
,"Vermont","50","2008","2008","85+ years","85+","Unspecified dementia","F03",130,12163,1068.8
,"Vermont","50","2008","2008","85+ years","85+","Parkinson disease","G20",23,12163,189.1
,"Vermont","50","2008","2008","85+ years","85+","Alzheimer disease, unspecified","G30.9",139,12163,1142.8
,"Vermont","50","2008","2008","85+ years","85+","Essential (primary) hypertension","I10",14,12163,115.1 (Unreliable)
,"Vermont","50","2008","2008","85+ years","85+","Hypertensive heart disease without (congestive) heart failure","I11.9",11,12163,90.4 (Unreliable)
,"Vermont","50","2008","2008","85+ years","85+","Acute myocardial infarction, unspecified","I21.9",94,12163,772.8
,"Vermont","50","2008","2008","85+ years","85+","Atherosclerotic cardiovascular disease, so described","I25.0",74,12163,608.4
,"Vermont","50","2008","2008","85+ years","85+","Atherosclerotic heart disease","I25.1",131,12163,1077.0
,"Vermont","50","2008","2008","85+ years","85+","Ischaemic cardiomyopathy","I25.5",11,12163,90.4 (Unreliable)
,"Vermont","50","2008","2008","85+ years","85+","Chronic ischaemic heart disease, unspecified","I25.9",12,12163,98.7 (Unreliable)
,"Vermont","50","2008","2008","85+ years","85+","Aortic (valve) stenosis","I35.0",31,12163,254.9
,"Vermont","50","2008","2008","85+ years","85+","Cardiomyopathy, unspecified","I42.9",10,12163,82.2 (Unreliable)
,"Vermont","50","2008","2008","85+ years","85+","Atrial fibrillation and flutter","I48",26,12163,213.8
,"Vermont","50","2008","2008","85+ years","85+","Congestive heart failure","I50.0",28,12163,230.2
,"Vermont","50","2008","2008","85+ years","85+","Stroke, not specified as haemorrhage or infarction","I64",77,12163,633.1
,"Vermont","50","2008","2008","85+ years","85+","Sequelae of stroke, not specified as haemorrhage or infarction","I69.4",15,12163,123.3 (Unreliable)
,"Vermont","50","2008","2008","85+ years","85+","Sequelae of other and unspecified cerebrovascular diseases","I69.8",18,12163,148.0 (Unreliable)
,"Vermont","50","2008","2008","85+ years","85+","Pneumonia, unspecified","J18.9",34,12163,279.5
,"Vermont","50","2008","2008","85+ years","85+","Chronic obstructive pulmonary disease with acute lower respiratory infection","J44.0",32,12163,263.1
,"Vermont","50","2008","2008","85+ years","85+","Chronic obstructive pulmonary disease, unspecified","J44.9",48,12163,394.6
,"Vermont","50","2008","2008","85+ years","85+","Pneumonitis due to food and vomit","J69.0",17,12163,139.8 (Unreliable)
,"Vermont","50","2008","2008","85+ years","85+","Other interstitial pulmonary diseases with fibrosis","J84.1",10,12163,82.2 (Unreliable)
,"Vermont","50","2008","2008","85+ years","85+","Other and unspecified intestinal obstruction","K56.6",10,12163,82.2 (Unreliable)
,"Vermont","50","2008","2008","85+ years","85+","Gastrointestinal haemorrhage, unspecified","K92.2",13,12163,106.9 (Unreliable)
,"Vermont","50","2008","2008","85+ years","85+","Senility","R54",17,12163,139.8 (Unreliable)
,"Vermont","50","2008","2008","85+ years","85+","Other fall on same level","W18",39,12163,320.6
,"Vermont","50","2008","2008","85+ years","85+","Unspecified fall","W19",12,12163,98.7 (Unreliable)
,"Vermont","50","2009","2009","45-54 years","45-54","Colon, unspecified - Malignant neoplasms","C18.9",10,103347,9.7 (Unreliable)
,"Vermont","50","2009","2009","45-54 years","45-54","Pancreas, unspecified - Malignant neoplasms","C25.9",13,103347,12.6 (Unreliable)
,"Vermont","50","2009","2009","45-54 years","45-54","Bronchus or lung, unspecified - Malignant neoplasms","C34.9",38,103347,36.8
,"Vermont","50","2009","2009","45-54 years","45-54","Breast, unspecified - Malignant neoplasms","C50.9",13,103347,12.6 (Unreliable)
,"Vermont","50","2009","2009","45-54 years","45-54","Acute myocardial infarction, unspecified","I21.9",15,103347,14.5 (Unreliable)
,"Vermont","50","2009","2009","45-54 years","45-54","Atherosclerotic cardiovascular disease, so described","I25.0",25,103347,24.2
,"Vermont","50","2009","2009","55-64 years","55-64","Colon, unspecified - Malignant neoplasms","C18.9",10,87424,11.4 (Unreliable)
,"Vermont","50","2009","2009","55-64 years","55-64","Pancreas, unspecified - Malignant neoplasms","C25.9",19,87424,21.7 (Unreliable)
,"Vermont","50","2009","2009","55-64 years","55-64","Bronchus or lung, unspecified - Malignant neoplasms","C34.9",73,87424,83.5
,"Vermont","50","2009","2009","55-64 years","55-64","Unspecified diabetes mellitus, without complications","E14.9",12,87424,13.7 (Unreliable)
,"Vermont","50","2009","2009","55-64 years","55-64","Hypertensive heart disease without (congestive) heart failure","I11.9",10,87424,11.4 (Unreliable)
,"Vermont","50","2009","2009","55-64 years","55-64","Acute myocardial infarction, unspecified","I21.9",27,87424,30.9
,"Vermont","50","2009","2009","55-64 years","55-64","Atherosclerotic cardiovascular disease, so described","I25.0",38,87424,43.5
,"Vermont","50","2009","2009","55-64 years","55-64","Atherosclerotic heart disease","I25.1",18,87424,20.6 (Unreliable)
,"Vermont","50","2009","2009","55-64 years","55-64","Chronic obstructive pulmonary disease, unspecified","J44.9",30,87424,34.3
,"Vermont","50","2009","2009","55-64 years","55-64","Alcoholic cirrhosis of liver","K70.3",14,87424,16.0 (Unreliable)
,"Vermont","50","2009","2009","65-74 years","65-74","Colon, unspecified - Malignant neoplasms","C18.9",10,48140,20.8 (Unreliable)
,"Vermont","50","2009","2009","65-74 years","65-74","Pancreas, unspecified - Malignant neoplasms","C25.9",28,48140,58.2
,"Vermont","50","2009","2009","65-74 years","65-74","Bronchus or lung, unspecified - Malignant neoplasms","C34.9",100,48140,207.7
,"Vermont","50","2009","2009","65-74 years","65-74","Breast, unspecified - Malignant neoplasms","C50.9",19,48140,39.5 (Unreliable)
,"Vermont","50","2009","2009","65-74 years","65-74","Unspecified diabetes mellitus, without complications","E14.9",22,48140,45.7
,"Vermont","50","2009","2009","65-74 years","65-74","Parkinson disease","G20",12,48140,24.9 (Unreliable)
,"Vermont","50","2009","2009","65-74 years","65-74","Acute myocardial infarction, unspecified","I21.9",34,48140,70.6
,"Vermont","50","2009","2009","65-74 years","65-74","Atherosclerotic cardiovascular disease, so described","I25.0",42,48140,87.2
,"Vermont","50","2009","2009","65-74 years","65-74","Atherosclerotic heart disease","I25.1",38,48140,78.9
,"Vermont","50","2009","2009","65-74 years","65-74","Emphysema, unspecified","J43.9",13,48140,27.0 (Unreliable)
,"Vermont","50","2009","2009","65-74 years","65-74","Chronic obstructive pulmonary disease with acute lower respiratory infection","J44.0",19,48140,39.5 (Unreliable)
,"Vermont","50","2009","2009","65-74 years","65-74","Chronic obstructive pulmonary disease, unspecified","J44.9",63,48140,130.9
,"Vermont","50","2009","2009","65-74 years","65-74","Other and unspecified cirrhosis of liver","K74.6",10,48140,20.8 (Unreliable)
,"Vermont","50","2009","2009","75-84 years","75-84","Enterocolitis due to Clostridium difficile","A04.7",10,28613,34.9 (Unreliable)
,"Vermont","50","2009","2009","75-84 years","75-84","Septicaemia, unspecified","A41.9",11,28613,38.4 (Unreliable)
,"Vermont","50","2009","2009","75-84 years","75-84","Colon, unspecified - Malignant neoplasms","C18.9",16,28613,55.9 (Unreliable)
,"Vermont","50","2009","2009","75-84 years","75-84","Pancreas, unspecified - Malignant neoplasms","C25.9",16,28613,55.9 (Unreliable)
,"Vermont","50","2009","2009","75-84 years","75-84","Bronchus or lung, unspecified - Malignant neoplasms","C34.9",114,28613,398.4
,"Vermont","50","2009","2009","75-84 years","75-84","Breast, unspecified - Malignant neoplasms","C50.9",20,28613,69.9
,"Vermont","50","2009","2009","75-84 years","75-84","Malignant neoplasm of prostate","C61",24,28613,83.9
,"Vermont","50","2009","2009","75-84 years","75-84","Bladder, unspecified - Malignant neoplasms","C67.9",17,28613,59.4 (Unreliable)
,"Vermont","50","2009","2009","75-84 years","75-84","Malignant neoplasm without specification of site","C80",17,28613,59.4 (Unreliable)
,"Vermont","50","2009","2009","75-84 years","75-84","Non-Hodgkin lymphoma, unspecified type","C85.9",14,28613,48.9 (Unreliable)
,"Vermont","50","2009","2009","75-84 years","75-84","Unspecified diabetes mellitus, without complications","E14.9",25,28613,87.4
,"Vermont","50","2009","2009","75-84 years","75-84","Unspecified dementia","F03",55,28613,192.2
,"Vermont","50","2009","2009","75-84 years","75-84","Parkinson disease","G20",21,28613,73.4
,"Vermont","50","2009","2009","75-84 years","75-84","Alzheimer disease, unspecified","G30.9",57,28613,199.2
,"Vermont","50","2009","2009","75-84 years","75-84","Acute myocardial infarction, unspecified","I21.9",60,28613,209.7
,"Vermont","50","2009","2009","75-84 years","75-84","Atherosclerotic cardiovascular disease, so described","I25.0",46,28613,160.8
,"Vermont","50","2009","2009","75-84 years","75-84","Atherosclerotic heart disease","I25.1",80,28613,279.6
,"Vermont","50","2009","2009","75-84 years","75-84","Aortic (valve) stenosis","I35.0",15,28613,52.4 (Unreliable)
,"Vermont","50","2009","2009","75-84 years","75-84","Atrial fibrillation and flutter","I48",13,28613,45.4 (Unreliable)
,"Vermont","50","2009","2009","75-84 years","75-84","Congestive heart failure","I50.0",13,28613,45.4 (Unreliable)
,"Vermont","50","2009","2009","75-84 years","75-84","Stroke, not specified as haemorrhage or infarction","I64",34,28613,118.8
,"Vermont","50","2009","2009","75-84 years","75-84","Pneumonia, unspecified","J18.9",12,28613,41.9 (Unreliable)
,"Vermont","50","2009","2009","75-84 years","75-84","Chronic obstructive pulmonary disease with acute lower respiratory infection","J44.0",34,28613,118.8
,"Vermont","50","2009","2009","75-84 years","75-84","Chronic obstructive pulmonary disease, unspecified","J44.9",68,28613,237.7
,"Vermont","50","2009","2009","75-84 years","75-84","Other interstitial pulmonary diseases with fibrosis","J84.1",11,28613,38.4 (Unreliable)
,"Vermont","50","2009","2009","75-84 years","75-84","Other fall on same level","W18",20,28613,69.9
,"Vermont","50","2009","2009","85+ years","85+","Colon, unspecified - Malignant neoplasms","C18.9",24,12562,191.1
,"Vermont","50","2009","2009","85+ years","85+","Pancreas, unspecified - Malignant neoplasms","C25.9",19,12562,151.2 (Unreliable)
,"Vermont","50","2009","2009","85+ years","85+","Bronchus or lung, unspecified - Malignant neoplasms","C34.9",42,12562,334.3
,"Vermont","50","2009","2009","85+ years","85+","Breast, unspecified - Malignant neoplasms","C50.9",11,12562,87.6 (Unreliable)
,"Vermont","50","2009","2009","85+ years","85+","Malignant neoplasm of prostate","C61",17,12562,135.3 (Unreliable)
,"Vermont","50","2009","2009","85+ years","85+","Bladder, unspecified - Malignant neoplasms","C67.9",16,12562,127.4 (Unreliable)
,"Vermont","50","2009","2009","85+ years","85+","Unspecified diabetes mellitus, without complications","E14.9",27,12562,214.9
,"Vermont","50","2009","2009","85+ years","85+","Hyperlipidaemia, unspecified","E78.5",10,12562,79.6 (Unreliable)
,"Vermont","50","2009","2009","85+ years","85+","Vascular dementia, unspecified","F01.9",10,12562,79.6 (Unreliable)
,"Vermont","50","2009","2009","85+ years","85+","Unspecified dementia","F03",148,12562,1178.2
,"Vermont","50","2009","2009","85+ years","85+","Parkinson disease","G20",31,12562,246.8
,"Vermont","50","2009","2009","85+ years","85+","Alzheimer disease, unspecified","G30.9",123,12562,979.1
,"Vermont","50","2009","2009","85+ years","85+","Essential (primary) hypertension","I10",16,12562,127.4 (Unreliable)
,"Vermont","50","2009","2009","85+ years","85+","Hypertensive heart disease with (congestive) heart failure","I11.0",18,12562,143.3 (Unreliable)
,"Vermont","50","2009","2009","85+ years","85+","Hypertensive heart disease without (congestive) heart failure","I11.9",15,12562,119.4 (Unreliable)
,"Vermont","50","2009","2009","85+ years","85+","Acute myocardial infarction, unspecified","I21.9",87,12562,692.6
,"Vermont","50","2009","2009","85+ years","85+","Atherosclerotic cardiovascular disease, so described","I25.0",81,12562,644.8
,"Vermont","50","2009","2009","85+ years","85+","Atherosclerotic heart disease","I25.1",136,12562,1082.6
,"Vermont","50","2009","2009","85+ years","85+","Aortic (valve) stenosis","I35.0",40,12562,318.4
,"Vermont","50","2009","2009","85+ years","85+","Atrial fibrillation and flutter","I48",22,12562,175.1
,"Vermont","50","2009","2009","85+ years","85+","Congestive heart failure","I50.0",36,12562,286.6
,"Vermont","50","2009","2009","85+ years","85+","Stroke, not specified as haemorrhage or infarction","I64",73,12562,581.1
,"Vermont","50","2009","2009","85+ years","85+","Peripheral vascular disease, unspecified","I73.9",11,12562,87.6 (Unreliable)
,"Vermont","50","2009","2009","85+ years","85+","Pneumonia, unspecified","J18.9",24,12562,191.1
,"Vermont","50","2009","2009","85+ years","85+","Chronic obstructive pulmonary disease with acute lower respiratory infection","J44.0",23,12562,183.1
,"Vermont","50","2009","2009","85+ years","85+","Chronic obstructive pulmonary disease, unspecified","J44.9",54,12562,429.9
,"Vermont","50","2009","2009","85+ years","85+","Pneumonitis due to food and vomit","J69.0",10,12562,79.6 (Unreliable)
,"Vermont","50","2009","2009","85+ years","85+","Other and unspecified intestinal obstruction","K56.6",10,12562,79.6 (Unreliable)
,"Vermont","50","2009","2009","85+ years","85+","Gastrointestinal haemorrhage, unspecified","K92.2",12,12562,95.5 (Unreliable)
,"Vermont","50","2009","2009","85+ years","85+","Senility","R54",14,12562,111.4 (Unreliable)
,"Vermont","50","2009","2009","85+ years","85+","Other fall on same level","W18",47,12562,374.1
,"Vermont","50","2009","2009","85+ years","85+","Unspecified fall","W19",13,12562,103.5 (Unreliable)
,"Vermont","50","2010","2010","45-54 years","45-54","Colon, unspecified - Malignant neoplasms","C18.9",10,102603,9.7 (Unreliable)
,"Vermont","50","2010","2010","45-54 years","45-54","Bronchus or lung, unspecified - Malignant neoplasms","C34.9",29,102603,28.3
,"Vermont","50","2010","2010","45-54 years","45-54","Acute myocardial infarction, unspecified","I21.9",11,102603,10.7 (Unreliable)
,"Vermont","50","2010","2010","45-54 years","45-54","Atherosclerotic cardiovascular disease, so described","I25.0",24,102603,23.4
,"Vermont","50","2010","2010","55-64 years","55-64","Chronic viral hepatitis C","B18.2",13,89973,14.4 (Unreliable)
,"Vermont","50","2010","2010","55-64 years","55-64","Oesophagus, unspecified - Malignant neoplasms","C15.9",12,89973,13.3 (Unreliable)
,"Vermont","50","2010","2010","55-64 years","55-64","Colon, unspecified - Malignant neoplasms","C18.9",10,89973,11.1 (Unreliable)
,"Vermont","50","2010","2010","55-64 years","55-64","Liver cell carcinoma - Malignant neoplasms","C22.0",15,89973,16.7 (Unreliable)
,"Vermont","50","2010","2010","55-64 years","55-64","Pancreas, unspecified - Malignant neoplasms","C25.9",13,89973,14.4 (Unreliable)
,"Vermont","50","2010","2010","55-64 years","55-64","Bronchus or lung, unspecified - Malignant neoplasms","C34.9",74,89973,82.2
,"Vermont","50","2010","2010","55-64 years","55-64","Breast, unspecified - Malignant neoplasms","C50.9",17,89973,18.9 (Unreliable)
,"Vermont","50","2010","2010","55-64 years","55-64","Malignant neoplasm of ovary","C56",12,89973,13.3 (Unreliable)
,"Vermont","50","2010","2010","55-64 years","55-64","Brain, unspecified - Malignant neoplasms","C71.9",16,89973,17.8 (Unreliable)
,"Vermont","50","2010","2010","55-64 years","55-64","Malignant neoplasm without specification of site","C80",14,89973,15.6 (Unreliable)
,"Vermont","50","2010","2010","55-64 years","55-64","Acute myocardial infarction, unspecified","I21.9",22,89973,24.5
,"Vermont","50","2010","2010","55-64 years","55-64","Atherosclerotic cardiovascular disease, so described","I25.0",46,89973,51.1
,"Vermont","50","2010","2010","55-64 years","55-64","Atherosclerotic heart disease","I25.1",15,89973,16.7 (Unreliable)
,"Vermont","50","2010","2010","55-64 years","55-64","Chronic obstructive pulmonary disease, unspecified","J44.9",15,89973,16.7 (Unreliable)
,"Vermont","50","2010","2010","65-74 years","65-74","Colon, unspecified - Malignant neoplasms","C18.9",16,49538,32.3 (Unreliable)
,"Vermont","50","2010","2010","65-74 years","65-74","Pancreas, unspecified - Malignant neoplasms","C25.9",23,49538,46.4
,"Vermont","50","2010","2010","65-74 years","65-74","Bronchus or lung, unspecified - Malignant neoplasms","C34.9",111,49538,224.1
,"Vermont","50","2010","2010","65-74 years","65-74","Breast, unspecified - Malignant neoplasms","C50.9",17,49538,34.3 (Unreliable)
,"Vermont","50","2010","2010","65-74 years","65-74","Malignant neoplasm of prostate","C61",12,49538,24.2 (Unreliable)
,"Vermont","50","2010","2010","65-74 years","65-74","Bladder, unspecified - Malignant neoplasms","C67.9",11,49538,22.2 (Unreliable)
,"Vermont","50","2010","2010","65-74 years","65-74","Brain, unspecified - Malignant neoplasms","C71.9",11,49538,22.2 (Unreliable)
,"Vermont","50","2010","2010","65-74 years","65-74","Malignant neoplasm without specification of site","C80",13,49538,26.2 (Unreliable)
,"Vermont","50","2010","2010","65-74 years","65-74","Unspecified diabetes mellitus, without complications","E14.9",16,49538,32.3 (Unreliable)
,"Vermont","50","2010","2010","65-74 years","65-74","Parkinson disease","G20",11,49538,22.2 (Unreliable)
,"Vermont","50","2010","2010","65-74 years","65-74","Alzheimer disease, unspecified","G30.9",11,49538,22.2 (Unreliable)
,"Vermont","50","2010","2010","65-74 years","65-74","Acute myocardial infarction, unspecified","I21.9",51,49538,103.0
,"Vermont","50","2010","2010","65-74 years","65-74","Atherosclerotic cardiovascular disease, so described","I25.0",40,49538,80.7
,"Vermont","50","2010","2010","65-74 years","65-74","Atherosclerotic heart disease","I25.1",39,49538,78.7
,"Vermont","50","2010","2010","65-74 years","65-74","Stroke, not specified as haemorrhage or infarction","I64",13,49538,26.2 (Unreliable)
,"Vermont","50","2010","2010","65-74 years","65-74","Emphysema, unspecified","J43.9",10,49538,20.2 (Unreliable)
,"Vermont","50","2010","2010","65-74 years","65-74","Chronic obstructive pulmonary disease with acute lower respiratory infection","J44.0",13,49538,26.2 (Unreliable)
,"Vermont","50","2010","2010","65-74 years","65-74","Chronic obstructive pulmonary disease, unspecified","J44.9",61,49538,123.1
,"Vermont","50","2010","2010","65-74 years","65-74","Other and unspecified cirrhosis of liver","K74.6",10,49538,20.2 (Unreliable)
,"Vermont","50","2010","2010","75-84 years","75-84","Oesophagus, unspecified - Malignant neoplasms","C15.9",14,28743,48.7 (Unreliable)
,"Vermont","50","2010","2010","75-84 years","75-84","Colon, unspecified - Malignant neoplasms","C18.9",17,28743,59.1 (Unreliable)
,"Vermont","50","2010","2010","75-84 years","75-84","Pancreas, unspecified - Malignant neoplasms","C25.9",22,28743,76.5
,"Vermont","50","2010","2010","75-84 years","75-84","Bronchus or lung, unspecified - Malignant neoplasms","C34.9",134,28743,466.2
,"Vermont","50","2010","2010","75-84 years","75-84","Breast, unspecified - Malignant neoplasms","C50.9",19,28743,66.1 (Unreliable)
,"Vermont","50","2010","2010","75-84 years","75-84","Malignant neoplasm of ovary","C56",10,28743,34.8 (Unreliable)
,"Vermont","50","2010","2010","75-84 years","75-84","Malignant neoplasm of prostate","C61",26,28743,90.5
,"Vermont","50","2010","2010","75-84 years","75-84","Malignant neoplasm of kidney, except renal pelvis","C64",10,28743,34.8 (Unreliable)
,"Vermont","50","2010","2010","75-84 years","75-84","Bladder, unspecified - Malignant neoplasms","C67.9",11,28743,38.3 (Unreliable)
,"Vermont","50","2010","2010","75-84 years","75-84","Malignant neoplasm without specification of site","C80",15,28743,52.2 (Unreliable)
,"Vermont","50","2010","2010","75-84 years","75-84","Chronic lymphocytic leukaemia - Malignant neoplasms","C91.1",10,28743,34.8 (Unreliable)
,"Vermont","50","2010","2010","75-84 years","75-84","Non-insulin-dependent diabetes mellitus, without complications","E11.9",10,28743,34.8 (Unreliable)
,"Vermont","50","2010","2010","75-84 years","75-84","Unspecified diabetes mellitus, without complications","E14.9",35,28743,121.8
,"Vermont","50","2010","2010","75-84 years","75-84","Unspecified dementia","F03",64,28743,222.7
,"Vermont","50","2010","2010","75-84 years","75-84","Parkinson disease","G20",30,28743,104.4
,"Vermont","50","2010","2010","75-84 years","75-84","Alzheimer disease, unspecified","G30.9",53,28743,184.4
,"Vermont","50","2010","2010","75-84 years","75-84","Other specified degenerative diseases of nervous system","G31.8",10,28743,34.8 (Unreliable)
,"Vermont","50","2010","2010","75-84 years","75-84","Hypertensive renal disease with renal failure","I12.0",12,28743,41.7 (Unreliable)
,"Vermont","50","2010","2010","75-84 years","75-84","Acute myocardial infarction, unspecified","I21.9",47,28743,163.5
,"Vermont","50","2010","2010","75-84 years","75-84","Atherosclerotic cardiovascular disease, so described","I25.0",59,28743,205.3
,"Vermont","50","2010","2010","75-84 years","75-84","Atherosclerotic heart disease","I25.1",79,28743,274.8
,"Vermont","50","2010","2010","75-84 years","75-84","Atrial fibrillation and flutter","I48",16,28743,55.7 (Unreliable)
,"Vermont","50","2010","2010","75-84 years","75-84","Stroke, not specified as haemorrhage or infarction","I64",43,28743,149.6
,"Vermont","50","2010","2010","75-84 years","75-84","Sequelae of stroke, not specified as haemorrhage or infarction","I69.4",12,28743,41.7 (Unreliable)
,"Vermont","50","2010","2010","75-84 years","75-84","Pneumonia, unspecified","J18.9",14,28743,48.7 (Unreliable)
,"Vermont","50","2010","2010","75-84 years","75-84","Emphysema, unspecified","J43.9",10,28743,34.8 (Unreliable)
,"Vermont","50","2010","2010","75-84 years","75-84","Chronic obstructive pulmonary disease with acute lower respiratory infection","J44.0",39,28743,135.7
,"Vermont","50","2010","2010","75-84 years","75-84","Chronic obstructive pulmonary disease, unspecified","J44.9",65,28743,226.1
,"Vermont","50","2010","2010","75-84 years","75-84","Other interstitial pulmonary diseases with fibrosis","J84.1",11,28743,38.3 (Unreliable)
,"Vermont","50","2010","2010","75-84 years","75-84","Other fall on same level","W18",25,28743,87.0
,"Vermont","50","2010","2010","85+ years","85+","Septicaemia, unspecified","A41.9",12,12797,93.8 (Unreliable)
,"Vermont","50","2010","2010","85+ years","85+","Colon, unspecified - Malignant neoplasms","C18.9",30,12797,234.4
,"Vermont","50","2010","2010","85+ years","85+","Pancreas, unspecified - Malignant neoplasms","C25.9",11,12797,86.0 (Unreliable)
,"Vermont","50","2010","2010","85+ years","85+","Bronchus or lung, unspecified - Malignant neoplasms","C34.9",50,12797,390.7
,"Vermont","50","2010","2010","85+ years","85+","Breast, unspecified - Malignant neoplasms","C50.9",20,12797,156.3
,"Vermont","50","2010","2010","85+ years","85+","Malignant neoplasm of prostate","C61",27,12797,211.0
,"Vermont","50","2010","2010","85+ years","85+","Malignant neoplasm without specification of site","C80",16,12797,125.0 (Unreliable)
,"Vermont","50","2010","2010","85+ years","85+","Non-insulin-dependent diabetes mellitus, without complications","E11.9",12,12797,93.8 (Unreliable)
,"Vermont","50","2010","2010","85+ years","85+","Unspecified diabetes mellitus, without complications","E14.9",23,12797,179.7
,"Vermont","50","2010","2010","85+ years","85+","Vascular dementia, unspecified","F01.9",13,12797,101.6 (Unreliable)
,"Vermont","50","2010","2010","85+ years","85+","Unspecified dementia","F03",164,12797,1281.6
,"Vermont","50","2010","2010","85+ years","85+","Parkinson disease","G20",26,12797,203.2
,"Vermont","50","2010","2010","85+ years","85+","Alzheimer disease, unspecified","G30.9",163,12797,1273.7
,"Vermont","50","2010","2010","85+ years","85+","Essential (primary) hypertension","I10",15,12797,117.2 (Unreliable)
