Notes,State,State Code,ICD Chapter,ICD Chapter Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,New York,36,Diseases of the circulatory system,I00-I99,Mitral (valve) insufficiency,I34.0,123,18882725,0.7
,New York,36,Diseases of the circulatory system,I00-I99,Mitral (valve) prolapse,I34.1,10,18882725,0.1 (Unreliable)
,New York,36,Diseases of the circulatory system,I00-I99,Aortic (valve) stenosis,I35.0,572,18882725,3.0
,New York,36,Diseases of the circulatory system,I00-I99,Aortic (valve) insufficiency,I35.1,38,18882725,0.2
,New York,36,Diseases of the circulatory system,I00-I99,Other aortic valve disorders,I35.8,14,18882725,0.1 (Unreliable)
,New York,36,Diseases of the circulatory system,I00-I99,"Aortic valve disorder, unspecified",I35.9,95,18882725,0.5
,New York,36,Diseases of the circulatory system,I00-I99,"Endocarditis, valve unspecified",I38,316,18882725,1.7
,New York,36,Diseases of the circulatory system,I00-I99,Infective myocarditis,I40.0,22,18882725,0.1
,New York,36,Diseases of the circulatory system,I00-I99,Dilated cardiomyopathy,I42.0,299,18882725,1.6
,New York,36,Diseases of the circulatory system,I00-I99,Obstructive hypertrophic cardiomyopathy,I42.1,15,18882725,0.1 (Unreliable)
,New York,36,Diseases of the circulatory system,I00-I99,Other hypertrophic cardiomyopathy,I42.2,46,18882725,0.2
,New York,36,Diseases of the circulatory system,I00-I99,Alcoholic cardiomyopathy,I42.6,40,18882725,0.2
,New York,36,Diseases of the circulatory system,I00-I99,"Cardiomyopathy, unspecified",I42.9,953,18882725,5.0
,New York,36,Diseases of the circulatory system,I00-I99,"Atrioventricular block, complete",I44.2,23,18882725,0.1
,New York,36,Diseases of the circulatory system,I00-I99,"Sudden cardiac death, so described",I46.1,66,18882725,0.3
,New York,36,Diseases of the circulatory system,I00-I99,"Cardiac arrest, unspecified",I46.9,1233,18882725,6.5
,New York,36,Diseases of the circulatory system,I00-I99,Ventricular tachycardia,I47.2,22,18882725,0.1
,New York,36,Diseases of the circulatory system,I00-I99,Atrial fibrillation and flutter,I48,537,18882725,2.8
,New York,36,Diseases of the circulatory system,I00-I99,Ventricular fibrillation and flutter,I49.0,71,18882725,0.4
,New York,36,Diseases of the circulatory system,I00-I99,Sick sinus syndrome,I49.5,23,18882725,0.1
,New York,36,Diseases of the circulatory system,I00-I99,"Cardiac arrhythmia, unspecified",I49.9,282,18882725,1.5
,New York,36,Diseases of the circulatory system,I00-I99,Congestive heart failure,I50.0,2776,18882725,14.7
,New York,36,Diseases of the circulatory system,I00-I99,Left ventricular failure,I50.1,11,18882725,0.1 (Unreliable)
,New York,36,Diseases of the circulatory system,I00-I99,"Heart failure, unspecified",I50.9,166,18882725,0.9
,New York,36,Diseases of the circulatory system,I00-I99,"Myocarditis, unspecified",I51.4,17,18882725,0.1 (Unreliable)
,New York,36,Diseases of the circulatory system,I00-I99,"Cardiovascular disease, unspecified",I51.6,139,18882725,0.7
,New York,36,Diseases of the circulatory system,I00-I99,Cardiomegaly,I51.7,103,18882725,0.5
,New York,36,Diseases of the circulatory system,I00-I99,Other ill-defined heart diseases,I51.8,36,18882725,0.2
,New York,36,Diseases of the circulatory system,I00-I99,"Heart disease, unspecified",I51.9,43,18882725,0.2
,New York,36,Diseases of the circulatory system,I00-I99,"Subarachnoid haemorrhage from intracranial artery, unspecified",I60.7,46,18882725,0.2
,New York,36,Diseases of the circulatory system,I00-I99,"Subarachnoid haemorrhage, unspecified",I60.9,379,18882725,2.0
,New York,36,Diseases of the circulatory system,I00-I99,"Intracerebral haemorrhage in hemisphere, subcortical",I61.0,14,18882725,0.1 (Unreliable)
,New York,36,Diseases of the circulatory system,I00-I99,"Intracerebral haemorrhage in hemisphere, cortical",I61.1,10,18882725,0.1 (Unreliable)
,New York,36,Diseases of the circulatory system,I00-I99,Intracerebral haemorrhage in brain stem,I61.3,52,18882725,0.3
,New York,36,Diseases of the circulatory system,I00-I99,Intracerebral haemorrhage in cerebellum,I61.4,36,18882725,0.2
,New York,36,Diseases of the circulatory system,I00-I99,"Intracerebral haemorrhage, intraventricular",I61.5,56,18882725,0.3
,New York,36,Diseases of the circulatory system,I00-I99,"Intracerebral haemorrhage, unspecified",I61.9,894,18882725,4.7
,New York,36,Diseases of the circulatory system,I00-I99,Subdural haemorrhage (acute)(nontraumatic),I62.0,42,18882725,0.2
,New York,36,Diseases of the circulatory system,I00-I99,"Intracranial haemorrhage (nontraumatic), unspecified",I62.9,424,18882725,2.2
,New York,36,Diseases of the circulatory system,I00-I99,Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries,I63.2,35,18882725,0.2
,New York,36,Diseases of the circulatory system,I00-I99,Cerebral infarction due to thrombosis of cerebral arteries,I63.3,139,18882725,0.7
,New York,36,Diseases of the circulatory system,I00-I99,Cerebral infarction due to embolism of cerebral arteries,I63.4,31,18882725,0.2
,New York,36,Diseases of the circulatory system,I00-I99,Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries,I63.5,13,18882725,0.1 (Unreliable)
,New York,36,Diseases of the circulatory system,I00-I99,"Cerebral infarction, unspecified",I63.9,502,18882725,2.7
,New York,36,Diseases of the circulatory system,I00-I99,"Stroke, not specified as haemorrhage or infarction",I64,4219,18882725,22.3
,New York,36,Diseases of the circulatory system,I00-I99,"Cerebral aneurysm, nonruptured",I67.1,21,18882725,0.1
,New York,36,Diseases of the circulatory system,I00-I99,Cerebral atherosclerosis,I67.2,59,18882725,0.3
,New York,36,Diseases of the circulatory system,I00-I99,Other specified cerebrovascular diseases,I67.8,39,18882725,0.2
,New York,36,Diseases of the circulatory system,I00-I99,"Cerebrovascular disease, unspecified",I67.9,188,18882725,1.0
,New York,36,Diseases of the circulatory system,I00-I99,Sequelae of cerebral infarction,I69.3,43,18882725,0.2
,New York,36,Diseases of the circulatory system,I00-I99,"Sequelae of stroke, not specified as haemorrhage or infarction",I69.4,332,18882725,1.8
,New York,36,Diseases of the circulatory system,I00-I99,Sequelae of other and unspecified cerebrovascular diseases,I69.8,496,18882725,2.6
,New York,36,Diseases of the circulatory system,I00-I99,Atherosclerosis of arteries of extremities,I70.2,24,18882725,0.1
,New York,36,Diseases of the circulatory system,I00-I99,Generalized and unspecified atherosclerosis,I70.9,608,18882725,3.2
,New York,36,Diseases of the circulatory system,I00-I99,Dissection of aorta [any part],I71.0,241,18882725,1.3
,New York,36,Diseases of the circulatory system,I00-I99,"Thoracic aortic aneurysm, ruptured",I71.1,56,18882725,0.3
,New York,36,Diseases of the circulatory system,I00-I99,"Thoracic aortic aneurysm, without mention of rupture",I71.2,40,18882725,0.2
,New York,36,Diseases of the circulatory system,I00-I99,"Abdominal aortic aneurysm, ruptured",I71.3,371,18882725,2.0
,New York,36,Diseases of the circulatory system,I00-I99,"Abdominal aortic aneurysm, without mention of rupture",I71.4,124,18882725,0.7
,New York,36,Diseases of the circulatory system,I00-I99,"Aortic aneurysm of unspecified site, ruptured",I71.8,100,18882725,0.5
,New York,36,Diseases of the circulatory system,I00-I99,"Aortic aneurysm of unspecified site, without mention of rupture",I71.9,25,18882725,0.1
,New York,36,Diseases of the circulatory system,I00-I99,Aneurysm of iliac artery,I72.3,10,18882725,0.1 (Unreliable)
,New York,36,Diseases of the circulatory system,I00-I99,Aneurysm of unspecified site,I72.9,21,18882725,0.1
,New York,36,Diseases of the circulatory system,I00-I99,"Peripheral vascular disease, unspecified",I73.9,329,18882725,1.7
,New York,36,Diseases of the circulatory system,I00-I99,Embolism and thrombosis of other and unspecified parts of aorta,I74.1,16,18882725,0.1 (Unreliable)
,New York,36,Diseases of the circulatory system,I00-I99,Embolism and thrombosis of arteries of lower extremities,I74.3,11,18882725,0.1 (Unreliable)
,New York,36,Diseases of the circulatory system,I00-I99,Embolism and thrombosis of unspecified artery,I74.9,15,18882725,0.1 (Unreliable)
,New York,36,Diseases of the circulatory system,I00-I99,"Arteritis, unspecified",I77.6,26,18882725,0.1
,New York,36,Diseases of the circulatory system,I00-I99,"Disorder of arteries and arterioles, unspecified",I77.9,20,18882725,0.1
,New York,36,Diseases of the circulatory system,I00-I99,Phlebitis and thrombophlebitis of other deep vessels of lower extremities,I80.2,162,18882725,0.9
,New York,36,Diseases of the circulatory system,I00-I99,"Phlebitis and thrombophlebitis of lower extremities, unspecified",I80.3,29,18882725,0.2
,New York,36,Diseases of the circulatory system,I00-I99,Phlebitis and thrombophlebitis of unspecified site,I80.9,10,18882725,0.1 (Unreliable)
,New York,36,Diseases of the circulatory system,I00-I99,Oesophageal varices with bleeding,I85.0,12,18882725,0.1 (Unreliable)
,New York,36,Diseases of the circulatory system,I00-I99,"Hypotension, unspecified",I95.9,13,18882725,0.1 (Unreliable)
,New York,36,Diseases of the respiratory system,J00-J98,"Acute upper respiratory infection, unspecified",J06.9,10,18882725,0.1 (Unreliable)
,New York,36,Diseases of the respiratory system,J00-J98,"Influenza with pneumonia, virus not identified",J11.0,56,18882725,0.3
,New York,36,Diseases of the respiratory system,J00-J98,"Influenza with other respiratory manifestations, virus not identified",J11.1,45,18882725,0.2
,New York,36,Diseases of the respiratory system,J00-J98,"Viral pneumonia, unspecified",J12.9,19,18882725,0.1 (Unreliable)
,New York,36,Diseases of the respiratory system,J00-J98,Pneumonia due to Streptococcus pneumoniae,J13,36,18882725,0.2
,New York,36,Diseases of the respiratory system,J00-J98,Pneumonia due to Klebsiella pneumoniae,J15.0,22,18882725,0.1
,New York,36,Diseases of the respiratory system,J00-J98,Pneumonia due to Pseudomonas,J15.1,27,18882725,0.1
,New York,36,Diseases of the respiratory system,J00-J98,Pneumonia due to staphylococcus,J15.2,54,18882725,0.3
,New York,36,Diseases of the respiratory system,J00-J98,Pneumonia due to other streptococci,J15.4,16,18882725,0.1 (Unreliable)
,New York,36,Diseases of the respiratory system,J00-J98,"Bacterial pneumonia, unspecified",J15.9,251,18882725,1.3
,New York,36,Diseases of the respiratory system,J00-J98,"Bronchopneumonia, unspecified",J18.0,365,18882725,1.9
,New York,36,Diseases of the respiratory system,J00-J98,"Lobar pneumonia, unspecified",J18.1,635,18882725,3.4
,New York,36,Diseases of the respiratory system,J00-J98,"Pneumonia, unspecified",J18.9,3928,18882725,20.8
,New York,36,Diseases of the respiratory system,J00-J98,"Acute bronchitis, unspecified",J20.9,29,18882725,0.2
,New York,36,Diseases of the respiratory system,J00-J98,"Bronchitis, not specified as acute or chronic",J40,30,18882725,0.2
,New York,36,Diseases of the respiratory system,J00-J98,Unspecified chronic bronchitis,J42,16,18882725,0.1 (Unreliable)
,New York,36,Diseases of the respiratory system,J00-J98,"Emphysema, unspecified",J43.9,818,18882725,4.3
,New York,36,Diseases of the respiratory system,J00-J98,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,20,18882725,0.1
,New York,36,Diseases of the respiratory system,J00-J98,Other specified chronic obstructive pulmonary disease,J44.8,221,18882725,1.2
,New York,36,Diseases of the respiratory system,J00-J98,"Chronic obstructive pulmonary disease, unspecified",J44.9,5553,18882725,29.4
,New York,36,Diseases of the respiratory system,J00-J98,"Asthma, unspecified",J45.9,333,18882725,1.8
,New York,36,Diseases of the respiratory system,J00-J98,Status asthmaticus,J46,47,18882725,0.2
,New York,36,Diseases of the respiratory system,J00-J98,Bronchiectasis,J47,41,18882725,0.2
,New York,36,Diseases of the respiratory system,J00-J98,Pneumoconiosis due to asbestos and other mineral fibres,J61,13,18882725,0.1 (Unreliable)
,New York,36,Diseases of the respiratory system,J00-J98,Pneumonitis due to food and vomit,J69.0,662,18882725,3.5
,New York,36,Diseases of the respiratory system,J00-J98,Adult respiratory distress syndrome,J80,142,18882725,0.8
,New York,36,Diseases of the respiratory system,J00-J98,Pulmonary oedema,J81,44,18882725,0.2
,New York,36,Diseases of the respiratory system,J00-J98,"Pulmonary eosinophilia, not elsewhere classified",J82,21,18882725,0.1
,New York,36,Diseases of the respiratory system,J00-J98,Other interstitial pulmonary diseases with fibrosis,J84.1,429,18882725,2.3
,New York,36,Diseases of the respiratory system,J00-J98,"Interstitial pulmonary disease, unspecified",J84.9,120,18882725,0.6
,New York,36,Diseases of the respiratory system,J00-J98,Abscess of lung without pneumonia,J85.2,11,18882725,0.1 (Unreliable)
,New York,36,Diseases of the respiratory system,J00-J98,Pyothorax without fistula,J86.9,33,18882725,0.2
,New York,36,Diseases of the respiratory system,J00-J98,"Pleural effusion, not elsewhere classified",J90,76,18882725,0.4
,New York,36,Diseases of the respiratory system,J00-J98,"Pneumothorax, unspecified",J93.9,11,18882725,0.1 (Unreliable)
,New York,36,Diseases of the respiratory system,J00-J98,Acute respiratory failure,J96.0,14,18882725,0.1 (Unreliable)
,New York,36,Diseases of the respiratory system,J00-J98,"Respiratory failure, unspecified",J96.9,157,18882725,0.8
,New York,36,Diseases of the respiratory system,J00-J98,Pulmonary collapse,J98.1,16,18882725,0.1 (Unreliable)
,New York,36,Diseases of the respiratory system,J00-J98,Other disorders of lung,J98.4,155,18882725,0.8
,New York,36,Diseases of the respiratory system,J00-J98,"Diseases of mediastinum, not elsewhere classified",J98.5,10,18882725,0.1 (Unreliable)
,New York,36,Diseases of the respiratory system,J00-J98,Other specified respiratory disorders,J98.8,35,18882725,0.2
,New York,36,Diseases of the digestive system,K00-K92,Gastro-oesophageal reflux disease without oesophagitis,K21.9,18,18882725,0.1 (Unreliable)
,New York,36,Diseases of the digestive system,K00-K92,Oesophageal obstruction,K22.2,13,18882725,0.1 (Unreliable)
,New York,36,Diseases of the digestive system,K00-K92,Dyskinesia of oesophagus,K22.4,14,18882725,0.1 (Unreliable)
,New York,36,Diseases of the digestive system,K00-K92,Other specified diseases of oesophagus,K22.8,10,18882725,0.1 (Unreliable)
,New York,36,Diseases of the digestive system,K00-K92,"Gastric ulcer, chronic or unspecified with haemorrhage",K25.4,45,18882725,0.2
,New York,36,Diseases of the digestive system,K00-K92,"Gastric ulcer, chronic or unspecified with perforation",K25.5,32,18882725,0.2
,New York,36,Diseases of the digestive system,K00-K92,"Gastric ulcer, unspecified as acute or chronic, without haemorrhage or perforation",K25.9,11,18882725,0.1 (Unreliable)
,New York,36,Diseases of the digestive system,K00-K92,"Duodenal ulcer, chronic or unspecified with haemorrhage",K26.4,34,18882725,0.2
,New York,36,Diseases of the digestive system,K00-K92,"Duodenal ulcer, chronic or unspecified with perforation",K26.5,51,18882725,0.3
,New York,36,Diseases of the digestive system,K00-K92,"Duodenal ulcer, unspecified as acute or chronic, without haemorrhage or perforation",K26.9,12,18882725,0.1 (Unreliable)
,New York,36,Diseases of the digestive system,K00-K92,"Peptic ulcer, site unspecified, chronic or unspecified with haemorrhage",K27.4,87,18882725,0.5
,New York,36,Diseases of the digestive system,K00-K92,"Peptic ulcer, site unspecified, chronic or unspecified with perforation",K27.5,24,18882725,0.1
,New York,36,Diseases of the digestive system,K00-K92,"Peptic ulcer, site unspecified, unspecified as acute or chronic, without haemorrhage or perforation",K27.9,17,18882725,0.1 (Unreliable)
,New York,36,Diseases of the digestive system,K00-K92,"Gastritis, unspecified",K29.7,16,18882725,0.1 (Unreliable)
,New York,36,Diseases of the digestive system,K00-K92,Other specified diseases of stomach and duodenum,K31.8,12,18882725,0.1 (Unreliable)
,New York,36,Diseases of the digestive system,K00-K92,Acute appendicitis with generalized peritonitis,K35.0,26,18882725,0.1
,New York,36,Diseases of the digestive system,K00-K92,"Unilateral or unspecified inguinal hernia, with obstruction, without gangrene",K40.3,11,18882725,0.1 (Unreliable)
,New York,36,Diseases of the digestive system,K00-K92,"Ventral hernia with obstruction, without gangrene",K43.0,10,18882725,0.1 (Unreliable)
,New York,36,Diseases of the digestive system,K00-K92,Diaphragmatic hernia without obstruction or gangrene,K44.9,15,18882725,0.1 (Unreliable)
,New York,36,Diseases of the digestive system,K00-K92,"Unspecified abdominal hernia with obstruction, without gangrene",K46.0,18,18882725,0.1 (Unreliable)
,New York,36,Diseases of the digestive system,K00-K92,"Crohn disease, unspecified",K50.9,33,18882725,0.2
,New York,36,Diseases of the digestive system,K00-K92,"Ulcerative colitis, unspecified",K51.9,20,18882725,0.1
,New York,36,Diseases of the digestive system,K00-K92,"Noninfective gastroenteritis and colitis, unspecified",K52.9,74,18882725,0.4
,New York,36,Diseases of the digestive system,K00-K92,Acute vascular disorders of intestine,K55.0,242,18882725,1.3
,New York,36,Diseases of the digestive system,K00-K92,"Vascular disorder of intestine, unspecified",K55.9,245,18882725,1.3
,New York,36,Diseases of the digestive system,K00-K92,Volvulus,K56.2,31,18882725,0.2
,New York,36,Diseases of the digestive system,K00-K92,Other impaction of intestine,K56.4,11,18882725,0.1 (Unreliable)
,New York,36,Diseases of the digestive system,K00-K92,Intestinal adhesions [bands] with obstruction,K56.5,17,18882725,0.1 (Unreliable)
,New York,36,Diseases of the digestive system,K00-K92,Other and unspecified intestinal obstruction,K56.6,183,18882725,1.0
,New York,36,Diseases of the digestive system,K00-K92,Diverticular disease of large intestine with perforation and abscess,K57.2,19,18882725,0.1 (Unreliable)
,New York,36,Diseases of the digestive system,K00-K92,Diverticular disease of large intestine without perforation or abscess,K57.3,12,18882725,0.1 (Unreliable)
,New York,36,Diseases of the digestive system,K00-K92,"Diverticular disease of intestine, part unspecified, with perforation and abscess",K57.8,69,18882725,0.4
,New York,36,Diseases of the digestive system,K00-K92,"Diverticular disease of intestine, part unspecified, without perforation or abscess",K57.9,83,18882725,0.4
,New York,36,Diseases of the digestive system,K00-K92,"Megacolon, not elsewhere classified",K59.3,12,18882725,0.1 (Unreliable)
,New York,36,Diseases of the digestive system,K00-K92,Perforation of intestine (nontraumatic),K63.1,85,18882725,0.5
,New York,36,Diseases of the digestive system,K00-K92,Fistula of intestine,K63.2,14,18882725,0.1 (Unreliable)
,New York,36,Diseases of the digestive system,K00-K92,"Disease of intestine, unspecified",K63.9,14,18882725,0.1 (Unreliable)
,New York,36,Diseases of the digestive system,K00-K92,Acute peritonitis,K65.0,44,18882725,0.2
,New York,36,Diseases of the digestive system,K00-K92,"Peritonitis, unspecified",K65.9,61,18882725,0.3
,New York,36,Diseases of the digestive system,K00-K92,Haemoperitoneum,K66.1,10,18882725,0.1 (Unreliable)
,New York,36,Diseases of the digestive system,K00-K92,Alcoholic fatty liver,K70.0,13,18882725,0.1 (Unreliable)
,New York,36,Diseases of the digestive system,K00-K92,Alcoholic hepatitis,K70.1,30,18882725,0.2
,New York,36,Diseases of the digestive system,K00-K92,Alcoholic cirrhosis of liver,K70.3,510,18882725,2.7
,New York,36,Diseases of the digestive system,K00-K92,Alcoholic hepatic failure,K70.4,56,18882725,0.3
,New York,36,Diseases of the digestive system,K00-K92,"Alcoholic liver disease, unspecified",K70.9,99,18882725,0.5
,New York,36,Diseases of the digestive system,K00-K92,Acute and subacute hepatic failure,K72.0,16,18882725,0.1 (Unreliable)
,New York,36,Diseases of the digestive system,K00-K92,"Hepatic failure, unspecified",K72.9,225,18882725,1.2
,New York,36,Diseases of the digestive system,K00-K92,"Chronic active hepatitis, not elsewhere classified",K73.2,13,18882725,0.1 (Unreliable)
,New York,36,Diseases of the digestive system,K00-K92,Primary biliary cirrhosis,K74.3,28,18882725,0.1
,New York,36,Diseases of the digestive system,K00-K92,Other and unspecified cirrhosis of liver,K74.6,773,18882725,4.1
,New York,36,Diseases of the digestive system,K00-K92,Abscess of liver,K75.0,10,18882725,0.1 (Unreliable)
,New York,36,Diseases of the digestive system,K00-K92,"Fatty (change of) liver, not elsewhere classified",K76.0,14,18882725,0.1 (Unreliable)
,New York,36,Diseases of the digestive system,K00-K92,Hepatorenal syndrome,K76.7,40,18882725,0.2
,New York,36,Diseases of the digestive system,K00-K92,Other specified diseases of liver,K76.8,16,18882725,0.1 (Unreliable)
,New York,36,Diseases of the digestive system,K00-K92,"Liver disease, unspecified",K76.9,83,18882725,0.4
,New York,36,Diseases of the digestive system,K00-K92,Calculus of gallbladder with other cholecystitis,K80.1,10,18882725,0.1 (Unreliable)
,New York,36,Diseases of the digestive system,K00-K92,Calculus of gallbladder without cholecystitis,K80.2,40,18882725,0.2
,New York,36,Diseases of the digestive system,K00-K92,Acute cholecystitis,K81.0,39,18882725,0.2
,New York,36,Diseases of the digestive system,K00-K92,"Cholecystitis, unspecified",K81.9,20,18882725,0.1
,New York,36,Diseases of the digestive system,K00-K92,"Disease of gallbladder, unspecified",K82.9,12,18882725,0.1 (Unreliable)
,New York,36,Diseases of the digestive system,K00-K92,Cholangitis,K83.0,43,18882725,0.2
,New York,36,Diseases of the digestive system,K00-K92,Obstruction of bile duct,K83.1,20,18882725,0.1
,New York,36,Diseases of the digestive system,K00-K92,Acute pancreatitis,K85,155,18882725,0.8
,New York,36,Diseases of the digestive system,K00-K92,Alcohol-induced chronic pancreatitis,K86.0,22,18882725,0.1
,New York,36,Diseases of the digestive system,K00-K92,Other chronic pancreatitis,K86.1,11,18882725,0.1 (Unreliable)
,New York,36,Diseases of the digestive system,K00-K92,"Disease of pancreas, unspecified",K86.9,14,18882725,0.1 (Unreliable)
,New York,36,Diseases of the digestive system,K00-K92,"Gastrointestinal haemorrhage, unspecified",K92.2,462,18882725,2.4
,New York,36,Diseases of the skin and subcutaneous tissue,L00-L98,Cellulitis of other parts of limb,L03.1,17,18882725,0.1 (Unreliable)
,New York,36,Diseases of the skin and subcutaneous tissue,L00-L98,"Cellulitis, unspecified",L03.9,26,18882725,0.1
,New York,36,Diseases of the skin and subcutaneous tissue,L00-L98,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,11,18882725,0.1 (Unreliable)
,New York,36,Diseases of the skin and subcutaneous tissue,L00-L98,Decubitus ulcer,L89,122,18882725,0.6
,New York,36,Diseases of the skin and subcutaneous tissue,L00-L98,"Ulcer of lower limb, not elsewhere classified",L97,11,18882725,0.1 (Unreliable)
,New York,36,Diseases of the musculoskeletal system and connective tissue,M00-M99,"Rheumatoid arthritis, unspecified",M06.9,84,18882725,0.4
,New York,36,Diseases of the musculoskeletal system and connective tissue,M00-M99,"Arthritis, unspecified",M13.9,10,18882725,0.1 (Unreliable)
,New York,36,Diseases of the musculoskeletal system and connective tissue,M00-M99,"Arthrosis, unspecified",M19.9,15,18882725,0.1 (Unreliable)
,New York,36,Diseases of the musculoskeletal system and connective tissue,M00-M99,Thrombotic microangiopathy,M31.1,30,18882725,0.2
,New York,36,Diseases of the musculoskeletal system and connective tissue,M00-M99,Wegener granulomatosis,M31.3,11,18882725,0.1 (Unreliable)
,New York,36,Diseases of the musculoskeletal system and connective tissue,M00-M99,Systemic lupus erythematosus with organ or system involvement,M32.1,84,18882725,0.4
,New York,36,Diseases of the musculoskeletal system and connective tissue,M00-M99,Other forms of systemic sclerosis,M34.8,28,18882725,0.1
,New York,36,Diseases of the musculoskeletal system and connective tissue,M00-M99,"Systemic sclerosis, unspecified",M34.9,37,18882725,0.2
,New York,36,Diseases of the musculoskeletal system and connective tissue,M00-M99,"Systemic involvement of connective tissue, unspecified",M35.9,17,18882725,0.1 (Unreliable)
,New York,36,Diseases of the musculoskeletal system and connective tissue,M00-M99,"Scoliosis, unspecified",M41.9,13,18882725,0.1 (Unreliable)
,New York,36,Diseases of the musculoskeletal system and connective tissue,M00-M99,Other specified disorders of muscle,M62.8,26,18882725,0.1
,New York,36,Diseases of the musculoskeletal system and connective tissue,M00-M99,"Fasciitis, not elsewhere classified",M72.5,21,18882725,0.1
,New York,36,Diseases of the musculoskeletal system and connective tissue,M00-M99,Unspecified osteoporosis with pathological fracture,M80.9,29,18882725,0.2
,New York,36,Diseases of the musculoskeletal system and connective tissue,M00-M99,"Osteoporosis, unspecified",M81.9,19,18882725,0.1 (Unreliable)
,New York,36,Diseases of the musculoskeletal system and connective tissue,M00-M99,"Osteomyelitis, unspecified",M86.9,67,18882725,0.4
,New York,36,Diseases of the genitourinary system,N00-N98,"Chronic nephritic syndrome, unspecified",N03.9,27,18882725,0.1
,New York,36,Diseases of the genitourinary system,N00-N98,"Nephrotic syndrome, unspecified",N04.9,10,18882725,0.1 (Unreliable)
,New York,36,Diseases of the genitourinary system,N00-N98,Acute tubulo-interstitial nephritis,N10,13,18882725,0.1 (Unreliable)
,New York,36,Diseases of the genitourinary system,N00-N98,"Tubulo-interstitial nephritis, not specified as acute or chronic",N12,27,18882725,0.1
,New York,36,Diseases of the genitourinary system,N00-N98,"Obstructive and reflux uropathy, unspecified",N13.9,15,18882725,0.1 (Unreliable)
,New York,36,Diseases of the genitourinary system,N00-N98,Acute renal failure with tubular necrosis,N17.0,15,18882725,0.1 (Unreliable)
,New York,36,Diseases of the genitourinary system,N00-N98,"Acute renal failure, unspecified",N17.9,308,18882725,1.6
,New York,36,Diseases of the genitourinary system,N00-N98,End-stage renal disease,N18.0,615,18882725,3.3
,New York,36,Diseases of the genitourinary system,N00-N98,Other chronic renal failure,N18.8,23,18882725,0.1
,New York,36,Diseases of the genitourinary system,N00-N98,"Chronic renal failure, unspecified",N18.9,429,18882725,2.3
,New York,36,Diseases of the genitourinary system,N00-N98,Unspecified renal failure,N19,863,18882725,4.6
,New York,36,Diseases of the genitourinary system,N00-N98,Calculus of kidney,N20.0,11,18882725,0.1 (Unreliable)
,New York,36,Diseases of the genitourinary system,N00-N98,"Disorder of kidney and ureter, unspecified",N28.9,15,18882725,0.1 (Unreliable)
,New York,36,Diseases of the genitourinary system,N00-N98,"Urinary tract infection, site not specified",N39.0,778,18882725,4.1
,New York,36,Diseases of the genitourinary system,N00-N98,Hyperplasia of prostate,N40,22,18882725,0.1
,New York,36,Certain conditions originating in the perinatal period,P00-P96,Newborn affected by premature rupture of membranes,P01.1,29,18882725,0.2
,New York,36,Certain conditions originating in the perinatal period,P00-P96,Newborn affected by multiple pregnancy,P01.5,12,18882725,0.1 (Unreliable)
,New York,36,Certain conditions originating in the perinatal period,P00-P96,Newborn affected by other forms of placental separation and haemorrhage,P02.1,24,18882725,0.1
,New York,36,Certain conditions originating in the perinatal period,P00-P96,Newborn affected by chorioamnionitis,P02.7,29,18882725,0.2
,New York,36,Certain conditions originating in the perinatal period,P00-P96,Extremely low birth weight,P07.0,49,18882725,0.3
,New York,36,Certain conditions originating in the perinatal period,P00-P96,Other low birth weight,P07.1,11,18882725,0.1 (Unreliable)
,New York,36,Certain conditions originating in the perinatal period,P00-P96,Extreme immaturity,P07.2,105,18882725,0.6
,New York,36,Certain conditions originating in the perinatal period,P00-P96,Other preterm infants,P07.3,48,18882725,0.3
,New York,36,Certain conditions originating in the perinatal period,P00-P96,"Birth asphyxia, unspecified",P21.9,24,18882725,0.1
,New York,36,Certain conditions originating in the perinatal period,P00-P96,Respiratory distress syndrome of newborn,P22.0,83,18882725,0.4
,New York,36,Certain conditions originating in the perinatal period,P00-P96,Pneumothorax originating in the perinatal period,P25.1,10,18882725,0.1 (Unreliable)
,New York,36,Certain conditions originating in the perinatal period,P00-P96,Unspecified pulmonary haemorrhage originating in the perinatal period,P26.9,29,18882725,0.2
,New York,36,Certain conditions originating in the perinatal period,P00-P96,Bronchopulmonary dysplasia originating in the perinatal period,P27.1,21,18882725,0.1
,New York,36,Certain conditions originating in the perinatal period,P00-P96,Primary atelectasis of newborn,P28.0,38,18882725,0.2
,New York,36,Certain conditions originating in the perinatal period,P00-P96,Neonatal cardiac failure,P29.0,30,18882725,0.2
,New York,36,Certain conditions originating in the perinatal period,P00-P96,Neonatal cardiac dysrhythmia,P29.1,139,18882725,0.7
,New York,36,Certain conditions originating in the perinatal period,P00-P96,"Bacterial sepsis of newborn, unspecified",P36.9,32,18882725,0.2
,New York,36,Certain conditions originating in the perinatal period,P00-P96,Unspecified intraventricular (nontraumatic) haemorrhage of newborn,P52.3,11,18882725,0.1 (Unreliable)
,New York,36,Certain conditions originating in the perinatal period,P00-P96,Necrotizing enterocolitis of newborn,P77,25,18882725,0.1
