JCAT	Piece	Name	LaunchDate	LState	Owner	OwnState	UNState	Mass	Class	Category	TF	Perigee	Apogee	Inc	OpOrbit
S58986	2024-031X	Starlink 31229	2024 Feb 15 2134:30	US	SPXS	US	US	     730.000 	B	COM	-	     285	     294	 53.17 	LLEO/I
S58987	2024-032A	CE-SAT-IE	2024 Feb 17 0022:55	J	CANON	J	[J]	      70.000 	B	IMG	-	     671	     673	 98.12 	LEO/S
S58989	2024-032C	TIRSAT	2024 Feb 17 0022:55	J	JSS	J	[J]	       5.000 	B	IMG	-	     667	     675	 98.11 	LEO/S
S58990	2024-033A	Insat 3DS	2024 Feb 17 1205	IN	ISRO	IN	[IN]	    2275.000 	C	MET	-	   35743	   35830	  0.10 	GEO/S
S58992	2024-034A	ADRAS-J	2024 Feb 18 1452	NZ	ASTSC	J	[J]	     150.000 	B	TECH	-	     533	     597	 98.20 	LLEO/S
S58995	2024-035A	Merah Putih 2	2024 Feb 20 2011	US	TELK	ID	ID	    4000.000 	B	COM	-	   35782	   35789	  0.02 	GEO/S
S58997	2023-174DJ	Ymir-1	2023 Nov 11 1849:00	US	CLAAC/AACCS	UK	UK	       5.000 	B	COM	-	     556	     572	 97.45 	LLEO/S
S58998	2024-036A	Starlink 31468	2024 Feb 23 0411:50	US	SPXS	US	US	     730.000 	B	COM	-	     285	     294	 53.17 	LLEO/I
S58999	2024-036B	Starlink 31440	2024 Feb 23 0411:50	US	SPXS	US	US	     730.000 	B	COM	-	     289	     290	 53.17 	LLEO/I
S59000	2024-036C	Starlink 31529	2024 Feb 23 0411:50	US	SPXS	US	US	     730.000 	B	COM	-	     285	     294	 53.17 	LLEO/I
S59002	2024-036E	Starlink 31431	2024 Feb 23 0411:50	US	SPXS	US	US	     730.000 	B	COM	-	     289	     289	 53.17 	LLEO/I
S59004	2024-036G	Starlink 31435	2024 Feb 23 0411:50	US	SPXS	US	US	     730.000 	B	COM	-	     284	     294	 53.17 	LLEO/I
S59005	2024-036H	Starlink 31484	2024 Feb 23 0411:50	US	SPXS	US	US	     730.000 	B	COM	-	     284	     294	 53.17 	LLEO/I
S59006	2024-036J	Starlink 31450	2024 Feb 23 0411:50	US	SPXS	US	US	     730.000 	B	COM	-	     288	     289	 53.17 	LLEO/I
S59007	2024-036K	Starlink 31456	2024 Feb 23 0411:50	US	SPXS	US	US	     730.000 	B	COM	-	     285	     294	 53.17 	LLEO/I
S59008	2024-036L	Starlink 31460	2024 Feb 23 0411:50	US	SPXS	US	US	     730.000 	B	COM	-	     284	     294	 53.17 	LLEO/I
S59009	2024-036M	Starlink 31488	2024 Feb 23 0411:50	US	SPXS	US	US	     730.000 	B	COM	-	     284	     294	 53.17 	LLEO/I
S59010	2024-036N	Starlink 31528	2024 Feb 23 0411:50	US	SPXS	US	US	     730.000 	B	COM	-	     284	     294	 53.17 	LLEO/I
S59011	2024-036P	Starlink 31491	2024 Feb 23 0411:50	US	SPXS	US	US	     730.000 	B	COM	-	     284	     294	 53.17 	LLEO/I
S59012	2024-036Q	Starlink 31465	2024 Feb 23 0411:50	US	SPXS	US	US	     730.000 	B	COM	-	     284	     294	 53.17 	LLEO/I
S59013	2024-036R	Starlink 31389	2024 Feb 23 0411:50	US	SPXS	US	US	     730.000 	B	COM	-	     286	     288	 53.17 	LLEO/I
S59014	2024-036S	Starlink 31454	2024 Feb 23 0411:50	US	SPXS	US	US	     730.000 	B	COM	-	     284	     294	 53.17 	LLEO/I
S59015	2024-036T	Starlink 31521	2024 Feb 23 0411:50	US	SPXS	US	US	     730.000 	B	COM	-	     284	     294	 53.17 	LLEO/I
S59016	2024-036U	Starlink 31526	2024 Feb 23 0411:50	US	SPXS	US	US	     730.000 	B	COM	-	     284	     294	 53.17 	LLEO/I
S59017	2024-036V	Starlink 31406	2024 Feb 23 0411:50	US	SPXS	US	US	     730.000 	B	COM	-	     284	     294	 53.17 	LLEO/I
S59018	2024-036W	Starlink 31527	2024 Feb 23 0411:50	US	SPXS	US	US	     730.000 	B	COM	-	     285	     289	 53.17 	LLEO/I
S59019	2024-036X	Starlink 31436	2024 Feb 23 0411:50	US	SPXS	US	US	     730.000 	B	COM	-	     284	     294	 53.17 	LLEO/I
S59020	2024-037A	Tongxin Jishu Shiyan 11	2024 Feb 23 1130	CN	ZZB/CAST	CN	[CN]	   10000.000 	D	SIG	-	   35770	   35804	  5.43 	GEO/I
S59023	2024-038A	Starlink 30996	2024 Feb 25 2206:00	US	SPXS	US	US	     730.000 	B	COM	-	     274	     277	 43.01 	LLEO/I
S59024	2024-038B	Starlink 31006	2024 Feb 25 2206:00	US	SPXS	US	US	     730.000 	B	COM	-	     274	     277	 43.01 	LLEO/I
S59025	2024-038C	Starlink 31178	2024 Feb 25 2206:00	US	SPXS	US	US	     730.000 	B	COM	-	     274	     277	 43.01 	LLEO/I
S59026	2024-038D	Starlink 31227	2024 Feb 25 2206:00	US	SPXS	US	US	     730.000 	B	COM	-	     274	     277	 43.01 	LLEO/I
S59027	2024-038E	Starlink 30863	2024 Feb 25 2206:00	US	SPXS	US	US	     730.000 	B	COM	-	     274	     277	 43.01 	LLEO/I
S59028	2024-038F	Starlink 31206	2024 Feb 25 2206:00	US	SPXS	US	US	     730.000 	B	COM	-	     273	     283	 43.01 	LLEO/I
S59029	2024-038G	Starlink 31224	2024 Feb 25 2206:00	US	SPXS	US	US	     730.000 	B	COM	-	     273	     277	 43.01 	LLEO/I
S59030	2024-038H	Starlink 31186	2024 Feb 25 2206:00	US	SPXS	US	US	     730.000 	B	COM	-	     273	     277	 43.01 	LLEO/I
S59031	2024-038J	Starlink 31211	2024 Feb 25 2206:00	US	SPXS	US	US	     730.000 	B	COM	-	     273	     276	 43.01 	LLEO/I
S59032	2024-038K	Starlink 30862	2024 Feb 25 2206:00	US	SPXS	US	US	     730.000 	B	COM	-	     273	     276	 43.01 	LLEO/I
S59033	2024-038L	Starlink 31210	2024 Feb 25 2206:00	US	SPXS	US	US	     730.000 	B	COM	-	     273	     283	 43.01 	LLEO/I
S59034	2024-038M	Starlink 31231	2024 Feb 25 2206:00	US	SPXS	US	US	     730.000 	B	COM	-	     273	     283	 43.01 	LLEO/I
S59035	2024-038N	Starlink 31207	2024 Feb 25 2206:00	US	SPXS	US	US	     730.000 	B	COM	-	     273	     283	 43.01 	LLEO/I
S59036	2024-038P	Starlink 31217	2024 Feb 25 2206:00	US	SPXS	US	US	     730.000 	B	COM	-	     273	     283	 43.01 	LLEO/I
S59037	2024-038Q	Starlink 31208	2024 Feb 25 2206:00	US	SPXS	US	US	     730.000 	B	COM	-	     273	     283	 43.01 	LLEO/I
S59038	2024-038R	Starlink 31235	2024 Feb 25 2206:00	US	SPXS	US	US	     730.000 	B	COM	-	     273	     283	 43.01 	LLEO/I
S59039	2024-038S	Starlink 31220	2024 Feb 25 2206:00	US	SPXS	US	US	     730.000 	B	COM	-	     273	     283	 43.01 	LLEO/I
S59040	2024-038T	Starlink 31225	2024 Feb 25 2206:00	US	SPXS	US	US	     730.000 	B	COM	-	     273	     283	 43.01 	LLEO/I
S59041	2024-038U	Starlink 31240	2024 Feb 25 2206:00	US	SPXS	US	US	     730.000 	B	COM	-	     273	     283	 43.01 	LLEO/I
S59042	2024-038V	Starlink 31202	2024 Feb 25 2206:00	US	SPXS	US	US	     730.000 	B	COM	-	     273	     283	 43.01 	LLEO/I
S59043	2024-038W	Starlink 31234	2024 Feb 25 2206:00	US	SPXS	US	US	     730.000 	B	COM	-	     273	     283	 43.01 	LLEO/I
S59044	2024-038X	Starlink 31153	2024 Feb 25 2206:00	US	SPXS	US	US	     730.000 	B	COM	-	     273	     283	 43.01 	LLEO/I
S59045	2024-038Y	Starlink 31241	2024 Feb 25 2206:00	US	SPXS	US	US	     730.000 	B	COM	-	     273	     283	 43.01 	LLEO/I
S59046	2024-038Z	Starlink 31205	2024 Feb 25 2206:00	US	SPXS	US	US	     730.000 	B	COM	-	     273	     283	 43.01 	LLEO/I
S59051	2024-039A	Meteor-M No. 2-4	2024 Feb 29 0543:26	RU	RGMS/VNIIEMI	RU	RU	    3200.000 	C	MET	-	     812	     823	 98.58 	LEO/S
S59064	2024-039P	Zorkiy-2M No. 2	2024 Feb 29 0543:26	RU	SPUT	RU	RU	      20.000 	B	IMG	-	     486	     510	 97.38 	LLEO/S
S59065	2024-039Q	Pars-1	2024 Feb 29 0543:26	RU	IRSA	IR	[IR]	     134.000 	C	IMG	-	     485	     511	 97.38 	LLEO/S
S59066	2024-039R	SITRO-AIS-25	2024 Feb 29 0543:26	RU	SITRO	RU	RU	       3.000 	B	COM	-	     503	     747	 95.40 	LEO/S
S59067	2024-039S	SITRO-AIS-26	2024 Feb 29 0543:26	RU	SITRO	RU	RU	       3.000 	B	COM	-	     503	     747	 95.40 	LEO/S
S59068	2024-039T	SITRO-AIS-27	2024 Feb 29 0543:26	RU	SITRO	RU	RU	       3.000 	B	COM	-	     503	     747	 95.39 	LEO/S
S59069	2024-040A	HG-01	2024 Feb 29 1303	CN	CNSA	CN	[CN]	    4000.000 	C	COM	-	   35770	   35802	  0.05 	GEO/S
S59071	2024-039U	SITRO-AIS-28	2024 Feb 29 0543:26	RU	SITRO	RU	RU	       3.000 	B	COM	-	     503	     747	 95.40 	LEO/S
S59072	2024-039V	Marafon-D GVM	2024 Feb 29 0543:26	RU	NPOPM	RU	RU	      50.000 	B	COM	-	     731	     751	 89.00 	LEO/P
S59074	2024-041A	Starlink 31265	2024 Feb 29 1530:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59075	2024-041B	Starlink 31276	2024 Feb 29 1530:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59076	2024-041C	Starlink 31259	2024 Feb 29 1530:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59077	2024-041D	Starlink 31281	2024 Feb 29 1530:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59078	2024-041E	Starlink 31274	2024 Feb 29 1530:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59079	2024-041F	Starlink 31257	2024 Feb 29 1530:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59080	2024-041G	Starlink 31299	2024 Feb 29 1530:00	US	SPXS	US	US	     730.000 	B	COM	-	     283	     292	 43.01 	LLEO/I
S59081	2024-041H	Starlink 31292	2024 Feb 29 1530:00	US	SPXS	US	US	     730.000 	B	COM	-	     283	     292	 43.01 	LLEO/I
S59082	2024-041J	Starlink 31286	2024 Feb 29 1530:00	US	SPXS	US	US	     730.000 	B	COM	-	     283	     292	 43.01 	LLEO/I
S59083	2024-041K	Starlink 31252	2024 Feb 29 1530:00	US	SPXS	US	US	     730.000 	B	COM	-	     283	     292	 43.01 	LLEO/I
S59084	2024-041L	Starlink 31261	2024 Feb 29 1530:00	US	SPXS	US	US	     730.000 	B	COM	-	     283	     292	 43.01 	LLEO/I
S59085	2024-041M	Starlink 31290	2024 Feb 29 1530:00	US	SPXS	US	US	     730.000 	B	COM	-	     283	     292	 43.01 	LLEO/I
S59086	2024-041N	Starlink 31279	2024 Feb 29 1530:00	US	SPXS	US	US	     730.000 	B	COM	-	     283	     292	 43.01 	LLEO/I
S59087	2024-041P	Starlink 31266	2024 Feb 29 1530:00	US	SPXS	US	US	     730.000 	B	COM	-	     283	     292	 43.01 	LLEO/I
S59088	2024-041Q	Starlink 31313	2024 Feb 29 1530:00	US	SPXS	US	US	     730.000 	B	COM	-	     283	     292	 43.01 	LLEO/I
S59089	2024-041R	Starlink 31307	2024 Feb 29 1530:00	US	SPXS	US	US	     730.000 	B	COM	-	     283	     292	 43.01 	LLEO/I
S59090	2024-041S	Starlink 31316	2024 Feb 29 1530:00	US	SPXS	US	US	     730.000 	B	COM	-	     283	     292	 43.01 	LLEO/I
S59092	2024-041U	Starlink 31310	2024 Feb 29 1530:00	US	SPXS	US	US	     730.000 	B	COM	-	     283	     292	 43.01 	LLEO/I
S59093	2024-041V	Starlink 31343	2024 Feb 29 1530:00	US	SPXS	US	US	     730.000 	B	COM	-	     283	     292	 43.01 	LLEO/I
S59095	2024-041X	Starlink 31295	2024 Feb 29 1530:00	US	SPXS	US	US	     730.000 	B	COM	-	     283	     292	 43.01 	LLEO/I
S59096	2024-041Y	Starlink 31291	2024 Feb 29 1530:00	US	SPXS	US	US	     730.000 	B	COM	-	     283	     292	 43.01 	LLEO/I
S59098	2024-043A	HORACIO	2024 Mar  4 2205:00	US	SATLAN	E	[E]	      20.000 	B	IMG	-	     588	     603	 97.75 	LLEO/S
S59099	2024-043B	MuSat-2	2024 Mar  4 2205:00	US	MUON	US	US	      67.000 	B	IMG	-	     588	     601	 97.74 	LLEO/S
S59100	2024-043C	ICEYE-X38	2024 Mar  4 2205:00	US	ICEYE	FI	[FI]	      90.000 	B	IMG-R	-	     588	     601	 97.74 	LLEO/S
S59102	2024-043E	ICEYE-X37	2024 Mar  4 2205:00	US	ICEUS	US	US	      90.000 	B	IMG-R	-	     587	     599	 97.75 	LLEO/S
S59103	2024-043F	ICEYE-X36	2024 Mar  4 2205:00	US	ICEUS	US	US	      90.000 	B	IMG-R	-	     587	     598	 97.74 	LLEO/S
S59104	2024-043G	Pony Express-2 SV2	2024 Mar  4 2205:00	US	TYVAK	US	US	      26.000 	B	TECH	-	     587	     597	 97.74 	LLEO/S
S59105	2024-043H	Pony Express-2 SV1	2024 Mar  4 2205:00	US	TYVAK	US	US	      26.000 	B	TECH	-	     586	     597	 97.74 	LLEO/S
S59106	2024-043J	RROCI-2	2024 Mar  4 2205:00	US	SFSSC/ORISS	US	US	      19.000 	B	MET	-	     587	     597	 97.74 	LLEO/S
S59107	2024-043K	BRO-13	2024 Mar  4 2205:00	US	UNSEEN	F	[F]	      15.000 	B	SIG	-	     586	     598	 97.75 	LLEO/S
S59108	2024-043L	BRO-12	2024 Mar  4 2205:00	US	UNSEEN	F	[F]	      15.000 	B	SIG	-	     585	     597	 97.75 	LLEO/S
S59110	2024-043N	IRIS-F1	2024 Mar  4 2205:00	US	SATORO/NCKU	TW	[TW]	       4.000 	A	TECH	-	     508	     528	 97.46 	LLEO/S
S59112	2024-043Q	SONATE-2	2024 Mar  4 2205:00	US	WURZ	D	[D]	      12.000 	A	TECH	-	     508	     529	 97.46 	LLEO/S
S59117	2024-043V	OREUM	2024 Mar  4 2205:00	US	CONTEC	KR	KR	      20.000 	B	IMG	-	     507	     527	 97.47 	LLEO/S
S59120	2024-043Y	TIGER-8	2024 Mar  4 2205:00	US	OQT	L	[L]	      10.000 	B	COM	-	     507	     525	 97.46 	LLEO/S
S59121	2024-043Z	Lynk Tower 5	2024 Mar  4 2205:00	US	LYNK	US	US	      85.000 	B	COM	-	     508	     526	 97.46 	LLEO/S
S59122	2024-043AA	Maria Mitchell	2024 Mar  4 2205:00	US	URUGUS	UY	UY	      41.500 	B	IMG	-	     507	     526	 97.46 	LLEO/S
S59123	2024-043AB	Lynk Tower 6	2024 Mar  4 2205:00	US	LYNK	US	US	      85.000 	B	COM	-	     508	     526	 97.46 	LLEO/S
S59124	2024-043AC	VSP Rose	2024 Mar  4 2205:00	US	ASPLB	B	B	     200.000 	B	IMG	-	     508	     524	 97.46 	LLEO/S
S59125	2024-043AD	Optimus-2	2024 Mar  4 2205:00	US	SPMACH	AU	[AU]	     270.000 	B	TECH	-	     507	     524	 97.46 	LLEO/S
S59126	2024-043AE	YAM-6	2024 Mar  4 2205:00	US	LOFT	US	US	      87.000 	B	TECH	-	     508	     524	 97.46 	LLEO/S
S59128	2024-043AG	OrbAstro-TR2	2024 Mar  4 2205:00	US	ORBAS	UK	[UK]	      10.000 	B	TECH	-	     507	     528	 97.47 	LLEO/S
S59129	2024-043AH	Aries 1	2024 Mar  4 2205:00	US	APEX	US	US	     200.000 	B	TECH	-	     508	     524	 97.46 	LLEO/S
S59130	2024-043AJ	GHOST-5	2024 Mar  4 2205:00	US	ORBSK	US	US	      85.000 	B	IMG	-	     507	     524	 97.46 	LLEO/S
S59131	2024-043AK	MESON-1	2024 Mar  4 2205:00	US	ATOMOS	US	US	     100.000 	B	TECH	-	     507	     524	 97.46 	LLEO/S
S59132	2024-043AL	LizzieSat-1	2024 Mar  4 2205:00	US	SIDUS	US	US	     100.000 	B	TECH	-	     507	     524	 97.46 	LLEO/S
S59133	2024-043AM	GHOST-4	2024 Mar  4 2205:00	US	ORBSK	US	US	      85.000 	B	IMG	-	     507	     524	 97.46 	LLEO/S
S59135	2024-043AP	Fifi	2024 Mar  4 2205:00	US	ASPLB	B	B	     200.000 	B	SIG	-	     506	     523	 97.46 	LLEO/S
S59136	2024-043AQ	Riri	2024 Mar  4 2205:00	US	ASPLB	B	B	     200.000 	B	SIG	-	     506	     523	 97.46 	LLEO/S
S59137	2024-043AR	Loulou	2024 Mar  4 2205:00	US	ASPLB	B	B	     200.000 	B	SIG	-	     506	     523	 97.46 	LLEO/S
S59140	2024-043AU	Sentry	2024 Mar  4 2205:00	US	QUSP	US	US	      10.000 	B	TECH	-	     507	     523	 97.46 	LLEO/S
S59141	2024-043AV	TIGER-7	2024 Mar  4 2205:00	US	OQT	L	[L]	      10.000 	B	COM	-	     507	     522	 97.46 	LLEO/S
S59142	2024-043AW	ONDOSAT-OWL-2	2024 Mar  4 2205:00	US	ONDO	MN	[MN]	       0.250 	B	COM	-	     508	     530	 97.46 	LLEO/S
S59146	2024-043BA	Lemur-2 JohnnyTruong	2024 Mar  4 2205:00	US	SPIREG/HUBN	US	US	      22.000 	B	COM	-	     506	     519	 97.46 	LLEO/S
S59147	2024-043BB	Lemur-2 Rocinante	2024 Mar  4 2205:00	US	SPIREG/HUBN	US	US	      22.000 	B	COM	-	     506	     519	 97.46 	LLEO/S
S59148	2024-043BC	Hammer	2024 Mar  4 2205:00	US	OCOS	UK	[UK]	      10.000 	B	IMG	-	     505	     520	 97.46 	LLEO/S
S59152	2024-044A	Starlink 31312	2024 Mar  4 2356:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59153	2024-044B	Starlink 31308	2024 Mar  4 2356:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59154	2024-044C	Starlink 31270	2024 Mar  4 2356:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59155	2024-044D	Starlink 31341	2024 Mar  4 2356:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59156	2024-044E	Starlink 31338	2024 Mar  4 2356:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59157	2024-044F	Starlink 31334	2024 Mar  4 2356:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59158	2024-044G	Starlink 31297	2024 Mar  4 2356:00	US	SPXS	US	US	     730.000 	B	COM	-	     283	     292	 43.01 	LLEO/I
S59159	2024-044H	Starlink 31182	2024 Mar  4 2356:00	US	SPXS	US	US	     730.000 	B	COM	-	     283	     291	 43.01 	LLEO/I
S59160	2024-044J	Starlink 31327	2024 Mar  4 2356:00	US	SPXS	US	US	     730.000 	B	COM	-	     283	     291	 43.01 	LLEO/I
S59161	2024-044K	Starlink 31256	2024 Mar  4 2356:00	US	SPXS	US	US	     730.000 	B	COM	-	     283	     291	 43.01 	LLEO/I
S59162	2024-044L	Starlink 31272	2024 Mar  4 2356:00	US	SPXS	US	US	     730.000 	B	COM	-	     283	     291	 43.01 	LLEO/I
S59163	2024-044M	Starlink 31278	2024 Mar  4 2356:00	US	SPXS	US	US	     730.000 	B	COM	-	     283	     291	 43.01 	LLEO/I
S59164	2024-044N	Starlink 31309	2024 Mar  4 2356:00	US	SPXS	US	US	     730.000 	B	COM	-	     283	     291	 43.01 	LLEO/I
S59165	2024-044P	Starlink 31325	2024 Mar  4 2356:00	US	SPXS	US	US	     730.000 	B	COM	-	     283	     291	 43.01 	LLEO/I
S59166	2024-044Q	Starlink 31342	2024 Mar  4 2356:00	US	SPXS	US	US	     730.000 	B	COM	-	     283	     291	 43.01 	LLEO/I
S59167	2024-044R	Starlink 31298	2024 Mar  4 2356:00	US	SPXS	US	US	     730.000 	B	COM	-	     283	     291	 43.01 	LLEO/I
S59168	2024-044S	Starlink 31322	2024 Mar  4 2356:00	US	SPXS	US	US	     730.000 	B	COM	-	     283	     291	 43.01 	LLEO/I
S59169	2024-044T	Starlink 31329	2024 Mar  4 2356:00	US	SPXS	US	US	     730.000 	B	COM	-	     283	     291	 43.01 	LLEO/I
S59170	2024-044U	Starlink 31340	2024 Mar  4 2356:00	US	SPXS	US	US	     730.000 	B	COM	-	     283	     291	 43.01 	LLEO/I
S59171	2024-044V	Starlink 31344	2024 Mar  4 2356:00	US	SPXS	US	US	     730.000 	B	COM	-	     283	     291	 43.01 	LLEO/I
S59172	2024-044W	Starlink 31348	2024 Mar  4 2356:00	US	SPXS	US	US	     730.000 	B	COM	-	     283	     291	 43.01 	LLEO/I
S59173	2024-044X	Starlink 31289	2024 Mar  4 2356:00	US	SPXS	US	US	     730.000 	B	COM	-	     283	     291	 43.01 	LLEO/I
S59174	2024-044Y	Starlink 31283	2024 Mar  4 2356:00	US	SPXS	US	US	     730.000 	B	COM	-	     283	     291	 43.01 	LLEO/I
S59175	2023-174DK	EXO-0	2023 Nov 11 1849:00	US	EXOTR	F	[F]	      20.000 	B	TECH	-	     512	     529	 97.47 	LLEO/S
S59178	2024-045A	Starlink 31439	2024 Mar 10 2305:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59179	2024-045B	Starlink 31410	2024 Mar 10 2305:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59180	2024-045C	Starlink 31395	2024 Mar 10 2305:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59181	2024-045D	Starlink 31486	2024 Mar 10 2305:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59182	2024-045E	Starlink 31411	2024 Mar 10 2305:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59184	2024-045G	Starlink 31382	2024 Mar 10 2305:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59185	2024-045H	Starlink 31394	2024 Mar 10 2305:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59186	2024-045J	Starlink 31403	2024 Mar 10 2305:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59187	2024-045K	Starlink 31514	2024 Mar 10 2305:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59188	2024-045L	Starlink 31478	2024 Mar 10 2305:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59189	2024-045M	Starlink 31498	2024 Mar 10 2305:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59190	2024-045N	Starlink 31563	2024 Mar 10 2305:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59191	2024-045P	Starlink 31551	2024 Mar 10 2305:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59192	2024-045Q	Starlink 31536	2024 Mar 10 2305:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59193	2024-045R	Starlink 31548	2024 Mar 10 2305:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59194	2024-045S	Starlink 31542	2024 Mar 10 2305:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59195	2024-045T	Starlink 31554	2024 Mar 10 2305:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59196	2024-045U	Starlink 31558	2024 Mar 10 2305:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59197	2024-045V	Starlink 31275	2024 Mar 10 2305:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59198	2024-045W	Starlink 31590	2024 Mar 10 2305:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59199	2024-045X	Starlink 31567	2024 Mar 10 2305:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59200	2024-045Y	Starlink 31503	2024 Mar 10 2305:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59201	2024-046A	Starlink 31603	2024 Mar 11 0409:00	US	SPXS	US	US	     730.000 	B	COM	-	     270	     280	 53.17 	LLEO/I
S59202	2024-046B	Starlink 31602	2024 Mar 11 0409:00	US	SPXS	US	US	     730.000 	B	COM	-	     270	     280	 53.17 	LLEO/I
S59203	2024-046C	Starlink 31577	2024 Mar 11 0409:00	US	SPXS	US	US	     730.000 	B	COM	-	     270	     280	 53.17 	LLEO/I
S59204	2024-046D	Starlink 31522	2024 Mar 11 0409:00	US	SPXS	US	US	     730.000 	B	COM	-	     270	     280	 53.17 	LLEO/I
S59205	2024-046E	Starlink 31586	2024 Mar 11 0409:00	US	SPXS	US	US	     730.000 	B	COM	-	     273	     276	 53.17 	LLEO/I
S59206	2024-046F	Starlink 31247	2024 Mar 11 0409:00	US	SPXS	US	US	     730.000 	B	COM	-	     273	     276	 53.17 	LLEO/I
S59207	2024-046G	Starlink 31591	2024 Mar 11 0409:00	US	SPXS	US	US	     730.000 	B	COM	-	     270	     280	 53.17 	LLEO/I
S59208	2024-046H	Starlink 31576	2024 Mar 11 0409:00	US	SPXS	US	US	     730.000 	B	COM	-	     272	     276	 53.17 	LLEO/I
S59209	2024-046J	Starlink 31601	2024 Mar 11 0409:00	US	SPXS	US	US	     730.000 	B	COM	-	     269	     280	 53.17 	LLEO/I
S59210	2024-046K	Starlink 31520	2024 Mar 11 0409:00	US	SPXS	US	US	     730.000 	B	COM	-	     272	     276	 53.17 	LLEO/I
S59211	2024-046L	Starlink 31496	2024 Mar 11 0409:00	US	SPXS	US	[US]	     730.000 	B	COM	-	     272	     276	 53.17 	LLEO/I
S59212	2024-046M	Starlink 31492	2024 Mar 11 0409:00	US	SPXS	US	US	     730.000 	B	COM	-	     269	     280	 53.17 	LLEO/I
S59213	2024-046N	Starlink 31517	2024 Mar 11 0409:00	US	SPXS	US	US	     730.000 	B	COM	-	     269	     280	 53.17 	LLEO/I
S59214	2024-046P	Starlink 31604	2024 Mar 11 0409:00	US	SPXS	US	US	     730.000 	B	COM	-	     271	     277	 53.17 	LLEO/I
S59215	2024-046Q	Starlink 31434	2024 Mar 11 0409:00	US	SPXS	US	US	     730.000 	B	COM	-	     271	     277	 53.17 	LLEO/I
S59216	2024-046R	Starlink 31417	2024 Mar 11 0409:00	US	SPXS	US	US	     730.000 	B	COM	-	     269	     280	 53.17 	LLEO/I
S59217	2024-046S	Starlink 31499	2024 Mar 11 0409:00	US	SPXS	US	US	     730.000 	B	COM	-	     271	     277	 53.17 	LLEO/I
S59218	2024-046T	Starlink 31421	2024 Mar 11 0409:00	US	SPXS	US	US	     730.000 	B	COM	-	     271	     277	 53.17 	LLEO/I
S59219	2024-046U	Starlink 31518	2024 Mar 11 0409:00	US	SPXS	US	US	     730.000 	B	COM	-	     269	     280	 53.17 	LLEO/I
