#JCAT	Piece	Name	LDate	GDate	ODate	Period	Perigee	PF	Apogee	AF	Inc	IF	OType	Longitude	DriftRate	TDate	TF	Flags
# Updated 2025 Aug  5 0507:15
S40941	2015-054B	ARSAT-2	2015 Sep 30	2015 Oct 12?    	2025 Aug  4 1242:	    1436.095 	   35777.0 	 	   35796.1 	 	  0.06 	 	GEO/S	 81.03W	 +   0.007W	*	P	-
S40946	2015-056A	Morelos 3	2015 Oct  2	2015 Oct 13     	2025 Aug  4 0216:	    1436.098 	   35777.6 	 	   35795.6 	 	  3.00 	 	GEO/I	113.13W	 +   0.008W	*	P	-
S40984	2015-060A	Turksat 4B	2015 Oct 16	2015 Oct 22     	2025 Aug  4 1319:	    1436.128 	   35778.8 	 	   35795.6 	 	  0.03 	 	GEO/S	 49.99E	 +   0.015W	*	P	-
S40982	2015-059A	Apstar 9	2015 Oct 16	2015 Oct 24?    	2025 Aug  4 1345:	    1436.077 	   35776.3 	 	   35796.2 	 	  0.02 	 	GEO/S	142.02E	 +   0.002W	*	P	-
S41021	2015-063A	Zhongxing 2C	2015 Nov  3	2015 Nov 12     	2025 Aug  4 1334:	    1436.150 	   35755.7 	 	   35819.6 	 	  0.06 	 	GEO/S	103.45E	 +   0.021W	*	P	-
S41028	2015-065A	GSAT-15	2015 Nov 10	2015 Nov 16     	2025 Aug  4 1331:	    1436.079 	   35771.3 	 	   35801.2 	 	  0.09 	 	GEO/S	 93.52E	 +   0.003W	*	P	-
S41029	2015-065B	Badr 7	2015 Nov 10	2015 Nov 16?    	2025 Aug  4 1312:	    1436.111 	   35766.6 	 	   35807.2 	 	  0.04 	 	GEO/S	 25.94E	 +   0.011W	*	P	-
S41034	2015-067A	LaoSat 1	2015 Nov 20	2015 Nov 30     	2025 Aug  4 1341:	    1436.113 	   35774.0 	 	   35799.8 	 	  0.00 	 	GEO/S	128.49E	 +   0.011W	*	P	-
S41036	2015-068A	Telstar 12 Vantage	2015 Nov 24	2015 Nov 30     	2025 Aug  4 0752:	    1436.099 	   35776.5 	 	   35796.8 	 	  0.01 	 	GEO/S	 15.05W	 +   0.008W	*	P	-
S41103	2015-073A	Zhongxing 1C	2015 Dec  9	2015 Dec 11?	2025 Aug  4 0850:	    1452.041 	   36075.3 	 	   36120.9 	 	  6.30 	 	GEO/ID	171.09W	 +   3.971W	2023 Jun 24	P	-
S41106	2015-074B	Fregat-SB No. 222-02	2015 Dec 11	2015 Dec 11	2025 Aug  3 1727:	    1399.492 	   34250.9 	 	   35883.1 	 	  7.37 	 	GEO/ID	148.79W	 +   9.434E	2015 Dec 11 1345:32	R	-
S41105	2015-074A	Elektro-L No. 2	2015 Dec 11	2015 Dec 11	2025 Aug  4 0935:	    1436.120 	   35781.9 	 	   35792.2 	 	  5.89 	 	GEO/I	 14.56W	 +   0.013W	*	P	-
S41122	2015-075B	Briz-M No. 88533	2015 Dec 13	2015 Dec 13     	2025 Aug  4 0656:	    1376.149 	   33235.4 	 	   35974.3 	 	  7.75 	 	MEO	  5.28E	 +  15.718E	2015 Dec 13 0019:00	R	-
S41121	2015-075A	Kosmos-2513	2015 Dec 13	2015 Dec 13     	2025 Aug  4 0819:	    1436.095 	   35773.5 	 	   35799.6 	 	  0.05 	 	GEO/S	 80.27E	 +   0.007W	*	P	-
S41191	2015-082A	Ekspress AMU-1	2015 Dec 24	2016 Jan        	2025 Aug  4 1315:	    1436.125 	   35776.5 	 	   35797.8 	 	  0.02 	 	GEO/S	 36.11E	 +   0.014W	*	P	-
S41194	2015-083A	Gao Fen 4	2015 Dec 28	2016 Jan        	2025 Aug  4 1335:	    1436.146 	   35778.0 	 	   35797.1 	 	  0.02 	 	GEO/S	105.67E	 +   0.020W	*	P	-
S41238	2016-001A	BelinterSat-1	2016 Jan 15	2016 Jan        	2025 Aug  4 1320:	    1436.118 	   35782.4 	 	   35791.6 	 	  0.06 	 	GEO/S	 51.46E	 +   0.012W	*	P	-
S41547	2015-075H	deb Briz-M	2015 Dec 13	2016 Jan 16 0650	2025 Jul 31 2303:	    1395.479 	   33894.7 	 	   36080.8 	 	  7.89 	 	GEO/ID	130.04E	 +  10.500E	2015 Dec 13 0019:00	D	-
S41548	2015-075J	deb Briz-M	2015 Dec 13	2016 Jan 16 0650	2025 Aug  3 1527:	    1409.070 	   33715.8 	 	   36796.0 	 	  7.97 	 	GEO/ID	125.24W	 +   6.917E	2015 Dec 13 0019:00	D	-
S41241	2016-003A	IRNSS-R1E	2016 Jan 20	2016 Jan 25?    	2025 Aug  4 1154:	    1436.053 	   35700.4 	 	   35871.1 	 	 32.53 	 	GEO/T	111.93E	 +   0.004E	*	P	-
S41310	2016-005A	EUTELSAT 9B	2016 Jan 29	2016 Feb  5?    	2025 Aug  4 1307:	    1436.073 	   35780.1 	 	   35792.2 	 	  0.04 	 	GEO/S	  8.99E	 +   0.001W	*	P	-
S41308	2016-004A	Intelsat IS-29e	2016 Jan 27	2016 Feb  8?    	2025 Aug  4 1111:	    1431.174 	   35670.8 	 	   35709.6 	 	  5.70 	 	GEO/ID	 37.84W	 +   1.235E	2019 Apr 10?	P	-
S41382	2016-014A	EUTELSAT 65 WEST A	2016 Mar  9	2016 Mar 13     	2025 Aug  4 1246:	    1436.079 	   35776.4 	 	   35796.1 	 	  0.05 	 	GEO/S	 65.21W	 +   0.003W	*	P	-
S41380	2016-013A	SES-9	2016 Mar  4	2016 Mar 14     	2025 Aug  4 0645:	    1436.125 	   35777.4 	 	   35796.9 	 	  0.04 	 	GEO/S	108.30E	 +   0.014W	*	P	-
S41384	2016-015A	IRNSS-R1F	2016 Mar 10	2016 Mar 20?    	2025 Aug  3 2149:	    1436.073 	   35705.6 	 	   35866.7 	 	  4.55 	 	GEO/I	 32.43E	 +   0.001W	*	P	-
S41434	2016-021A	Beidou DW 22	2016 Mar 29	2016 Apr  3?    	2025 Aug  3 1150:	    1435.992 	   35553.2 	 	   36015.9 	 	 59.78 	 	GEO/T	 93.41E	 +   0.019E	*	P	-
S41469	2016-027A	IRNSS-R1G	2016 Apr 28	2016 May  3     	2025 Aug  4 1342:	    1436.017 	   35759.0 	 	   35811.1 	 	  4.42 	 	GEO/I	129.45E	 +   0.013E	*	P	-
S41471	2016-028A	JCSAT 2B	2016 May  6	2016 May 11     	2025 Aug  4 0332:	    1436.094 	   35781.7 	 	   35791.3 	 	  0.02 	 	GEO/S	154.01E	 +   0.006W	*	P	-
S41552	2016-031A	Thaicom 8	2016 May 27	2016 Jun  7     	2025 Aug  4 1327:	    1436.070 	   35775.8 	 	   35796.4 	 	  0.06 	 	GEO/S	 78.52E	 +   0.000W	*	P	-
S41585	2016-036B	Delta 374	2016 Jun 11	2016 Jun 11     	2025 Aug  3 1534:	    1383.567 	   33816.1 	 	   35688.0 	 	  5.56 	 	GEO/ID	170.43E	 +  13.698E	2016 Jun 11 1751	R	-
S41584	2016-036A	USA 268	2016 Jun 11	2016 Jun 11     	2021 Sep  7 1724:	    1436.122 	   35579.7 	 	   35994.5 	 	  6.31 	 	GEO/I	105.03E	 +   0.014W	*	P	-
S41581	2016-035A	Intelsat IS-31	2016 Jun  9	2016 Jun 20?    	2025 Aug  2 0406:	    1436.108 	   35780.6 	 	   35793.0 	 	  0.01 	 	GEO/S	 95.06W	 +   0.010W	*	P	-
S41586	2016-037A	Beidou DW 23	2016 Jun 12	2016 Jun 22?    	2025 Aug  4 1336:	    1436.148 	   35749.4 	 	   35825.8 	 	  1.88 	 	GEO/S	110.48E	 +   0.020W	*	P	-
S41591	2016-039A	BRISat	2016 Jun 18	2016 Jun 24     	2025 Aug  4 1022:	    1436.108 	   35777.2 	 	   35796.4 	 	  0.01 	 	GEO/S	150.51E	 +   0.010W	*	P	-
S41592	2016-039B	Echostar XVIII	2016 Jun 18	2016 Jun 24     	2025 Aug  3 1939:	    1436.099 	   35779.3 	 	   35794.0 	 	  0.02 	 	GEO/S	 61.34W	 +   0.008W	*	P	-
A08483	2009-018	deb Beidou G2	2009 Apr 14	2016 Jun 29     	2016 Jun 29	    1434.738 	   35384.0 	 	   36136.0 	 	  4.71 	 	GEO/ID	-	-	2009 Apr 14 1616:04	D	-
S41589	2016-038B	EUTELSAT 117 WEST B	2016 Jun 15	2016 Aug  7     	2025 Aug  3 1558:	    1436.117 	   35784.6 	 	   35789.3 	 	  0.03 	 	GEO/S	117.02W	 +   0.012W	*	P	-
S41724	2016-047A	USA 269	2016 Jul 28	2016 Aug 11?    	2025 Apr  3 1408:	    1436.122 	   35765.8 	 	   35808.4 	 	  3.18 	 	GEO/I	  9.96W	 +   0.014W	*	P	-
S41725	2016-048A	Tiantong-1 01 xing	2016 Aug  5	2016 Aug 12?    	2025 Aug  4 1334:	    1436.066 	   35778.8 	 	   35793.2 	 	  3.26 	 	GEO/I	101.37E	 +   0.001E	*	P	-
S41729	2016-050A	JCSAT 16	2016 Aug 14	2016 Aug 18?    	2025 Aug  4 1346:	    1436.103 	   35778.0 	 	   35795.5 	 	  0.02 	 	GEO/S	143.93E	 +   0.009W	*	P	-
S41746	2016-052C	Delta 375	2016 Aug 19	2016 Aug 19     	2025 Aug  3 0930:	    1454.621 	   36125.4 	 	   36171.4 	 	  7.96 	 	GEO/ID	 33.90W	 +   4.604W	2016 Aug 19 0452	R	-
S41744	2016-052A	USA 270	2016 Aug 19	2016 Aug 19     	2025 Jun 18 1754:	    1436.128 	   35506.0 	 	   36068.4 	 	  3.26 	 	GEO/I	128.38E	 +   0.015W	*	P	-
S41745	2016-052B	USA 271	2016 Aug 19	2016 Aug 19     	2025 Jun 18 1137:	    1432.317 	   35709.7 	 	   35715.4 	 	  3.24 	 	GEO/ID	136.00E	 +   0.946E	*	P	-
S41747	2016-053A	Intelsat IS-36	2016 Aug 24	2016 Sep  1     	2025 Aug  4 1324:	    1436.105 	   35777.0 	 	   35796.5 	 	  0.01 	 	GEO/S	 68.47E	 +   0.009W	*	P	-
S41752	2016-054A	Insat 3DR	2016 Sep  8	2016 Sep 11     	2025 Aug  4 1326:	    1436.089 	   35742.5 	 	   35830.4 	 	  0.04 	 	GEO/S	 73.92E	 +   0.005W	*	P	-
S41588	2016-038A	ABS-2A	2016 Jun 15	2016 Sep 23     	2025 Aug  4 1000:	    1436.128 	   35778.2 	 	   35796.2 	 	  0.02 	 	GEO/S	 74.74E	 +   0.015W	*	P	-
S41793	2016-060A	GSAT-18	2016 Oct  5	2016 Oct 10     	2025 Aug  4 1326:	    1436.082 	   35768.3 	 	   35804.3 	 	  0.01 	 	GEO/S	 74.02E	 +   0.004W	*	P	-
S41794	2016-060B	Sky Muster II	2016 Oct  5	2016 Oct 13?    	2025 Aug  4 1203:	    1436.087 	   35778.9 	 	   35793.9 	 	  0.01 	 	GEO/S	144.81E	 +   0.005W	*	P	-
S41622	2016-041A	MUOS 5	2016 Jun 24	2016 Oct 20     	2025 Aug  4 1234:	    1436.082 	   34946.8 	 	   36625.8 	 	  2.91 	 	GEO/I	105.76W	 +   0.003W	*	P	-
S41840	2016-065C	Yuanzheng-2 Y1	2016 Nov  3	2016 Nov  4     	2025 Aug  3 1705:	    1540.538 	   35723.3 	 	   39890.5 	 	  8.52 	 	VHEO	138.88W	 +  24.480W	2016 Nov  3 1243:14	R	-
S41836	2016-064A	Himawari-9	2016 Nov  2	2016 Nov  4?    	2025 Aug  4 1345:	    1436.068 	   35780.5 	 	   35791.6 	 	  0.01 	 	GEO/S	140.77E	 +   0.000E	*	P	-
S41748	2016-053B	Intelsat IS-33e	2016 Aug 24	2016 Nov  8     	2025 Aug  4 1342:	    1436.120 	   35692.6 	 	   35881.5 	 	  0.75 	 	GEO/S	130.66E	 +   0.013W	2024 Oct 19 0430	P	-
S41838	2016-065A	Shi Jian 17	2016 Nov  3	2016 Nov 10     	2025 Aug  4 1935:	    1436.084 	   35776.4 	 	   35796.3 	 	  4.94 	 	GEO/I	178.00W	 +   0.004W	*	P	-
S41866	2016-071A	GOES 16	2016 Nov 19	2016 Nov 29     	2025 Aug  4 1235:	    1436.096 	   35780.0 	 	   35793.1 	 	  0.04 	 	GEO/S	104.75W	 +   0.007W	*	P	-
S41869	2016-072A	Tian Lian 1-04	2016 Nov 22	2016 Nov 30?    	2025 Aug  4 1213:	    1436.102 	   35592.8 	 	   35980.6 	 	  0.05 	 	GEO/S	177.06E	 +   0.008W	*	P	-
S41879	2016-075A	WGS SV-8	2016 Dec  7	2016 Dec 17?    	2025 Aug  3 2040:	    1436.126 	   35786.9 	 	   35787.4 	 	  0.01 	 	GEO/S	149.78E	 +   0.015W	*	P	-
S41882	2016-077A	Feng Yun 4A	2016 Dec 10	2016 Dec 19?    	2025 Aug  4 1340:	    1436.124 	   35760.3 	 	   35814.0 	 	  1.51 	 	GEO/S	123.76E	 +   0.014W	*	P	-
S41903	2016-082A	JCSAT 15	2016 Dec 21	2016 Dec 27     	2025 Aug  4 0645:	    1436.107 	   35783.4 	 	   35790.2 	 	  0.02 	 	GEO/S	110.07E	 +   0.010W	*	P	-
S41904	2016-082B	Star One D1	2016 Dec 21	2016 Dec 27     	2025 Aug  4 1136:	    1436.139 	   35778.9 	 	   35796.0 	 	  0.01 	 	GEO/S	 84.04W	 +   0.018W	*	P	-
S41893	2016-079A	Echostar 19	2016 Dec 18	2016 Dec 30     	2025 Aug  4 0403:	    1436.092 	   35779.3 	 	   35793.7 	 	  0.02 	 	GEO/S	 97.09W	 +   0.006W	*	P	-
S41911	2017-001A	Tongxin Jishu Shiyan 2	2017 Jan  5	2017 Jan 10?    	2025 Aug  4 1324:	    1436.076 	   35780.8 	 	   35791.6 	 	  0.01 	 	GEO/S	 66.48E	 +   0.002W	*	P	-
S41937	2017-004A	SBIRS GEO-4	2017 Jan 21	2017 Feb?       	2025 Aug  4 1322:	    1440.327 	   35863.5 	 	   35875.2 	 	  1.70 	 	GEO/D	 59.76E	 +   1.067W	*	P	-
S41940	2017-005A	Kirameki 2	2017 Jan 24	2017 Feb?       	2020 Sep 15 1237:	    1436.122 	   35770.2 	 	   35804.0 	 	  0.03 	 	GEO/S	 92.97E	 +   0.014W	*	P	-
S41942	2017-006A	Hispasat 36W-1	2017 Jan 28	2017 Feb  5?    	2025 Aug  4 0421:	    1436.099 	   35782.2 	 	   35791.0 	 	  0.03 	 	GEO/S	 36.01W	 +   0.008W	*	P	-
S41944	2017-007A	Telkom-3S	2017 Feb 14	2017 Feb 19     	2025 Aug  4 1338:	    1436.096 	   35777.0 	 	   35796.2 	 	  0.02 	 	GEO/S	118.02E	 +   0.007W	*	P	-
S41945	2017-007B	SkyBrasil-1	2017 Feb 14	2017 Feb 22     	2025 Aug  4 0207:	    1436.113 	   35783.0 	 	   35790.8 	 	  0.01 	 	GEO/S	 43.20W	 +   0.011W	*	P	-
S42075	2017-016A	WGS SV-9	2017 Mar 19	2017 Mar?       	2025 Aug  4 0936:	    1436.081 	   35784.5 	 	   35788.1 	 	  0.01 	 	GEO/S	 12.01W	 +   0.003W	*	P	-
S42070	2017-014A	Echostar 23	2017 Mar 16	2017 Mar 22     	2025 Aug  3 2108:	    1436.089 	   35777.9 	 	   35794.9 	 	  0.02 	 	GEO/S	109.90W	 +   0.005W	*	P	-
S42432	2017-017A	SES-10	2017 Mar 30	2017 Apr  5     	2025 Aug  4 0412:	    1436.107 	   35774.4 	 	   35799.2 	 	  0.01 	 	GEO/S	 66.90W	 +   0.010W	*	P	-
S42662	2017-018A	Shi Jian 13	2017 Apr 12	2017 Apr 25     	2025 Aug  3 2354:	    1436.092 	   35766.7 	 	   35806.3 	 	  0.03 	 	GEO/S	110.49E	 +   0.006W	*	P	-
S42691	2017-023A	Koreasat 7	2017 May  4	2017 May  9     	2025 Aug  4 1338:	    1436.091 	   35781.9 	 	   35791.1 	 	  0.02 	 	GEO/S	115.88E	 +   0.006W	*	P	-
S42692	2017-023B	SGDC	2017 May  4	2017 May  9     	2025 Aug  4 0806:	    1436.095 	   35775.4 	 	   35797.7 	 	  0.02 	 	GEO/S	 74.87W	 +   0.007W	*	P	-
S42695	2017-024A	South Asia Satellite	2017 May  5	2017 May  9     	2025 Aug  4 1333:	    1436.063 	   35775.6 	 	   35796.2 	 	  0.07 	 	GEO/S	 97.32E	 +   0.001E	*	P	-
S42699	2017-025B	Falcon 9-035 Stage 2	2017 May 15	2017 May 15     	2022 May  7 0700:	     141.259 	     121.3 	 	    5091.9 	 	 19.80 	 	MEO	177.85W	-	2017 May 15 2321	R	-
S42698	2017-025A	Inmarsat 5F4	2017 May 15	2017 May 15     	2025 Aug  3 2013:	    1436.112 	   35784.3 	 	   35789.5 	 	  0.01 	 	GEO/S	 56.50E	 +   0.011W	*	P	-
S42738	2017-028A	Michibiki-2	2017 Jun  1	2017 Jun  5     	2025 Aug  3 2242:	    1436.093 	   32601.1 	 	   38972.0 	 	 39.92 	 	GEO/T	133.80E	 +   0.006W	*	P	-
S42740	2017-029A	ViaSat-2	2017 Jun  1	2017 Jun 14     	2025 Aug  4 1245:	    1436.128 	   35786.5 	 	   35788.0 	 	  0.01 	 	GEO/S	 69.95W	 +   0.015W	*	P	-
S42747	2017-031A	GSAT-19E	2017 Jun  5	2017 Jun 14     	2025 Aug  4 1136:	    1436.084 	   35760.1 	 	   35812.6 	 	  0.02 	 	GEO/S	 47.94E	 +   0.004W	*	P	-
S42749	2017-032A	Echostar 21	2017 Jun  8	2017 Jun 17?    	2025 Aug  4 1308:	    1436.093 	   35775.8 	 	   35797.2 	 	  1.94 	 	GEO/S	 10.26E	 +   0.006W	*	P	-
S42763	2017-035A	Zhongxing 9A	2017 Jun 18	2017 Jun?       	2025 Aug  4 1341:	    1443.053 	   35911.4 	 	   35933.9 	 	  4.17 	 	GEO/ID	126.62E	 +   1.747W	2021 Feb 19	P	-
S42801	2017-038A	BulgariaSat-1	2017 Jun 23	2017 Jun 30?    	2025 Aug  4 0757:	    1436.086 	   35775.6 	 	   35797.2 	 	  0.03 	 	GEO/S	  1.86E	 +   0.005W	*	P	-
S42814	2017-040A	Hellas Sat 3-Inmarsat S EAN	2017 Jun 28	2017 Jul  3     	2025 Aug  4 1133:	    1436.064 	   35773.4 	 	   35798.5 	 	  0.08 	 	GEO/S	 39.03E	 +   0.001E	*	P	-
S42815	2017-040B	GSAT-17	2017 Jun 28	2017 Jul  3     	2025 Aug  4 1331:	    1436.106 	   35777.7 	 	   35795.8 	 	  0.00 	 	GEO/S	 93.52E	 +   0.009W	*	P	-
S42818	2017-041A	Intelsat IS-35e	2017 Jul  5	2017 Jul 18?    	2025 Aug  4 1112:	    1436.095 	   35777.4 	 	   35795.7 	 	  0.01 	 	GEO/S	 34.53W	 +   0.007W	*	P	-
S42909	2017-046C	Briz-M No. 99562	2017 Aug 16	2017 Aug 17     	2025 Aug  4 0824:	    1594.104 	   35443.0 	 	   42207.5 	 	  7.79 	 	VHEO	  7.68W	 +  35.787W	2017 Aug 16 2207:00	R	-
S42907	2017-046A	Kosmos-2520	2017 Aug 16	2017 Aug 17     	2025 Aug  4 0626:	    1436.086 	   35785.1 	 	   35787.6 	 	  0.03 	 	GEO/S	 44.98E	 +   0.004W	*	P	-
S42917	2017-048A	Michibiki-3	2017 Aug 19	2017 Aug 24     	2025 Aug  4 1341:	    1436.097 	   35778.0 	 	   35795.2 	 	  0.07 	 	GEO/S	127.05E	 +   0.007W	*	P	-
S42915	2017-047A	TDRS 13	2017 Aug 18	2017 Aug 26     	2025 Aug  4 0753:	    1436.085 	   35719.0 	 	   35853.8 	 	  3.43 	 	GEO/I	 11.77W	 +   0.004W	*	P	-
S42934	2017-053A	Amazonas 5	2017 Sep 11	2017 Sep 18     	2025 Aug  4 1105:	    1436.107 	   35781.5 	 	   35792.1 	 	  0.04 	 	GEO/S	 61.03W	 +   0.010W	*	P	-
S42741	2017-029B	EUTELSAT 172B	2017 Jun  1	2017 Sep 20     	2025 Aug  3 2046:	    1436.110 	   35785.5 	 	   35788.2 	 	  0.02 	 	GEO/S	172.01E	 +   0.010W	*	P	-
S42942	2017-057A	Asiasat 9	2017 Sep 28	2017 Oct  4     	2025 Aug  4 1340:	    1436.113 	   35777.2 	 	   35796.6 	 	  0.02 	 	GEO/S	122.11E	 +   0.011W	*	P	-
S42951	2017-059B	BSAT-4a	2017 Sep 29	2017 Oct  4     	2025 Aug  4 1336:	    1436.079 	   35772.7 	 	   35799.8 	 	  0.03 	 	GEO/S	109.84E	 +   0.003W	*	P	-
S42965	2017-062A	Michibiki-4	2017 Oct  9	2017 Oct 13     	2025 Jul 29 1643:	    1435.805 	   32626.8 	 	   38935.0 	 	 40.31 	 	GEO/T	147.04E	 +   0.066E	*	P	-
S42967	2017-063A	SES-11	2017 Oct 11	2017 Oct 17     	2025 Aug  3 2110:	    1436.094 	   35775.3 	 	   35797.8 	 	  0.02 	 	GEO/S	104.95W	 +   0.006W	*	P	-
S42950	2017-059A	Intelsat IS-37e	2017 Sep 29	2017 Oct 18     	2025 Aug  4 0934:	    1436.106 	   35772.8 	 	   35800.8 	 	  0.01 	 	GEO/S	 18.04W	 +   0.009W	*	P	-
S42949	2017-066A	USA 279	2017 Oct 15	2017 Oct 28?    	2021 Sep  6 1708:	    1436.122 	   35770.5 	 	   35803.7 	 	  2.82 	 	GEO/S	 92.08E	 +   0.014W	*	P	-
S42709	2017-026A	SES-15	2017 May 18	2017 Nov  1?    	2025 Aug  3 2245:	    1436.143 	   35785.4 	 	   35789.6 	 	  0.02 	 	GEO/S	129.16W	 +   0.019W	*	P	-
S42984	2017-067A	Mugunghwa 5A	2017 Oct 30	2017 Nov  6     	2025 Aug  4 1337:	    1436.082 	   35779.7 	 	   35792.9 	 	  0.02 	 	GEO/S	113.16E	 +   0.003W	*	P	-
S43039	2017-078A	Alcomsat 1	2017 Dec 10	2017 Dec        	2025 Aug  4 1115:	    1436.100 	   35776.7 	 	   35796.6 	 	  0.05 	 	GEO/S	 24.82W	 +   0.008W	*	P	-
S43088	2017-086B	Fregat-SB No. 2006	2017 Dec 26	2017 Dec        	2025 Aug  4 1008:	    1463.550 	   35770.0 	 	   36874.5 	 	  6.74 	 	GEO/ID	 35.53W	 +   6.778W	2017 Dec 26 1900:04	R	-
S43087	2017-086A	Angosat 1	2017 Dec 26	2017 Dec        	2025 Aug  4 1201:	    1448.939 	   35956.3 	 	   36118.8 	 	  6.78 	 	GEO/ID	138.32E	 +   3.207W	2018 Jan 16?	P	-
S43162	2018-009A	SBIRS GEO-3	2018 Jan 20	2018 Jan?       	2025 Aug  4 0427:	    1436.079 	   35778.4 	 	   35794.1 	 	  2.08 	 	GEO/S	159.40W	 +   0.003W	*	P	-
S43178	2018-013A	GovSat-1	2018 Jan 31	2018 Feb        	2025 Apr  3 0810:	    1436.122 	   35770.2 	 	   35804.0 	 	  0.01 	 	GEO/S	 21.51E	 +   0.014W	*	P	-
S43174	2018-012A	Al Yah 3	2018 Jan 25	2018 Feb 20     	2025 Aug  4 0933:	    1436.087 	   35770.8 	 	   35802.0 	 	  0.73 	 	GEO/S	 20.13W	 +   0.005W	*	P	-
S43284	1969-013E	deb Transtage 17	1969 Feb  9	2018 Feb 28     	2025 Aug  4 0638:	    1480.990 	   36042.0 	 	   37279.6 	 	  0.51 	 	GEO/D	 52.78W	 +  10.949W	1969 Feb  9 2109:00	D	-
S43447	1969-013G	deb Transtage 17	1969 Feb  9	2018 Feb 28     	2025 Jul 29 1455:	    1482.394 	   36083.2 	 	   37292.8 	 	  0.42 	 	GEO/D	171.28W	 +  11.281W	1969 Feb  9 2109:00	D	-
S43448	1969-013H	deb Transtage 17	1969 Feb  9	2018 Feb 28     	2025 Aug  3 1656:	    1458.805 	   34980.9 	 	   37479.0 	 	  0.48 	 	GEO/D	153.38E	 +   5.626W	1969 Feb  9 2109:00	D	-
S43449	1969-013J	deb Transtage 17	1969 Feb  9	2018 Feb 28     	2025 Jul 30 1229:	    1490.843 	   36207.4 	 	   37495.5 	 	  0.61 	 	GEO/D	135.78W	 +  13.263W	1969 Feb  9 2109:00	D	-
S43452	1969-013K	deb Transtage 17	1969 Feb  9	2018 Feb 28     	2025 Jul 27 2022:	    1395.896 	   32656.8 	 	   37335.2 	 	  0.60 	 	GEO/NS	108.73E	 +  10.389E	1969 Feb  9 2109:00	D	-
S43454	1969-013M	deb Transtage 17	1969 Feb  9	2018 Feb 28     	2025 Aug  3 2329:	    1400.140 	   32781.2 	 	   37378.4 	 	  0.71 	 	GEO/NS	 54.89E	 +   9.263E	1969 Feb  9 2109:00	D	-
S43456	1969-013P	deb Transtage 17	1969 Feb  9	2018 Feb 28     	2025 Aug  4 1038:	    1401.608 	   31349.3 	 	   38868.3 	 	  1.35 	 	GEO/NS	 73.20W	 +   8.875E	1969 Feb  9 2109:00	D	-
S43514	1969-013S	deb Transtage 17	1969 Feb  9	2018 Feb 28     	2025 Aug  2 1645:	    1472.354 	   35490.6 	 	   37496.0 	 	  0.79 	 	GEO/D	157.06E	 +   8.896W	1969 Feb  9 2109:00	D	-
S43516	1969-013U	deb Transtage 17	1969 Feb  9	2018 Feb 28     	2025 Aug  2 1817:	    1492.016 	   36408.7 	 	   37339.6 	 	  0.84 	 	GEO/D	134.12E	 +  13.536W	1969 Feb  9 2109:00	D	-
S43226	2018-022A	GOES 17	2018 Mar  1	2018 Mar 13     	2025 Aug  4 1422:	    1436.096 	   35780.0 	 	   35793.1 	 	  0.12 	 	GEO/S	 89.51W	 +   0.007W	*	P	-
S43228	2018-023A	Hispasat 30W-6	2018 Mar  6	2018 Mar 16     	2025 Aug  4 0748:	    1436.111 	   35767.0 	 	   35806.7 	 	  0.04 	 	GEO/S	 30.05W	 +   0.011W	*	P	-
S43271	2018-033A	Kirameki 1	2018 Apr  5	2018 Apr 11     	2025 Aug  3 2226:	    1436.097 	   35781.3 	 	   35791.9 	 	  0.01 	 	GEO/S	161.96E	 +   0.007W	*	P	-
S43286	2018-035A	IRNSS-R1I	2018 Apr 11	2018 Apr 15     	2025 Aug  4 0446:	    1436.118 	   35708.1 	 	   35865.9 	 	 28.83 	 	GEO/T	 55.04E	 +   0.012W	*	P	-
S43341	2018-036C	Centaur AV-079	2018 Apr 14	2018 Apr 15     	2025 Aug  4 1242:	    1329.525 	   31882.7 	 	   35465.0 	 	  5.98 	 	MEO	 75.73W	 +  28.928E	2018 Apr 14 2313:00	R	-
S43339	2018-036A	CBAS-SATCOM	2018 Apr 14	2018 Apr 15     	2025 Aug  2 1020:	    1436.117 	   35786.3 	 	   35787.7 	 	  0.02 	 	GEO/S	134.10E	 +   0.012W	*	P	-
S43340	2018-036B	EAGLE	2018 Apr 14	2018 Apr 15     	2020 Aug  4 0327:	    1451.952 	   36079.5 	 	   36113.2 	 	  1.26 	 	GEO/D	 89.28E	 +   3.949W	*	P	-
S43342	2018-036D	EAGLE adapter?	2018 Apr 14	2018 Apr 15     	2025 Aug  3 0615:	    1407.282 	   35131.8 	 	   35309.6 	 	  6.32 	 	GEO/ID	 25.15E	 +   7.384E	2018 Apr 14 2313:00	C	-
S43272	2018-033B	Hylas 4	2018 Apr  5	2018 Apr 16     	2025 Aug  4 0159:	    1436.081 	   35781.0 	 	   35791.6 	 	  0.05 	 	GEO/S	 33.56W	 +   0.003W	*	P	-
S43433	2018-037B	Briz-M No. 99563	2018 Apr 18	2018 Apr 19     	2025 Aug  4 0255:	    1590.914 	   35667.5 	 	   41862.4 	 	  7.24 	 	VHEO	 77.99E	 +  35.135W	2018 Apr 18 2212:00	R	-
S43432	2018-037A	Kosmos-2526	2018 Apr 18	2018 Apr 19     	2025 Aug  4 1341:	    1436.062 	   35782.1 	 	   35789.8 	 	  0.03 	 	GEO/S	128.06E	 +   0.001E	*	P	-
